hh_id,responded,phase2,y,tenure,interview_domain
H00910,1,1,2.49403886,RENT,D12
H00922,1,1,1.19970891,OWN,D12
H00930,1,1,1.91590370,OWN,D12
H00934,1,1,1.51438254,OWN,D12
H00941,1,1,1.75118348,RENT,D12
H00943,1,1,1.99734261,RENT,D12
H00954,1,1,1.47103981,RENT,D12
H00955,1,1,1.58084157,RENT,D12
H00957,1,1,2.26324858,RENT,D12
H00962,1,1,2.59330642,OWN,D13
H00973,1,1,2.39735366,OWN,D13
H00977,1,1,2.30841016,OWN,D13
H00980,1,1,2.49810510,OWN,D13
H00991,1,1,2.32155464,RENT,D13
H00996,1,1,2.79636433,RENT,D13
H01004,1,1,2.87167742,RENT,D13
H01013,1,1,1.87035837,RENT,D13
H01016,1,1,1.61167712,RENT,D13
H01021,1,1,1.96631665,OWN,D13
H01027,1,1,1.17737561,OWN,D13
H01028,1,1,1.87589383,RENT,D13
H01031,1,1,1.40439090,OWN,D13
H01045,1,1,2.67467283,RENT,D14
H01066,1,1,2.54093646,RENT,D14
H01081,1,1,2.39737289,RENT,D14
H01082,1,1,2.78912597,OWN,D14
H01100,1,1,1.91892101,RENT,D14
H01105,1,1,1.29455252,OWN,D14
H01111,1,1,1.83955285,OWN,D14
H01112,1,1,2.05079310,RENT,D14
H01116,1,1,1.53786728,OWN,D14
H01117,1,1,2.02955837,RENT,D14
H01118,1,1,1.66487408,RENT,D14
H01121,1,1,2.48423408,OWN,D15
H01125,1,1,2.69966560,RENT,D15
H01129,1,1,2.70151467,RENT,D15
H01131,1,1,2.83644678,RENT,D15
H01156,1,1,1.41423328,OWN,D15
H01159,1,1,2.14993504,RENT,D15
H01161,1,1,1.71067682,OWN,D15
H01162,1,1,1.61661349,OWN,D15
H01166,1,1,1.91720281,RENT,D15
H01168,1,1,1.42903231,OWN,D15
H01176,1,1,2.22568619,RENT,D15
H01179,1,1,2.45248178,RENT,D15
H01186,1,1,1.87666850,RENT,D15
H01189,1,1,1.38692015,OWN,D15
H01190,1,1,2.12062557,RENT,D15
H01204,1,1,2.64252527,OWN,D16
H01208,1,1,2.77996092,OWN,D16
H01212,1,1,2.46609272,RENT,D16
H01220,1,1,2.85064275,RENT,D16
H01235,1,1,2.21405641,RENT,D16
H01249,1,1,2.05799223,RENT,D16
H01261,1,1,2.26508865,OWN,D16
H01267,1,1,1.40000317,OWN,D16
H01268,1,1,1.50500016,RENT,D16
H01286,1,1,2.49653776,OWN,D17
H01287,1,1,2.54604765,OWN,D17
H01306,1,1,1.80893882,OWN,D17
H01313,1,1,2.11791602,OWN,D17
H01316,1,1,2.25106721,RENT,D17
H01335,1,1,2.54909514,RENT,D17
H01336,1,1,2.06286648,OWN,D17
H01345,1,1,2.20520255,RENT,D17
H01353,1,1,2.26411550,RENT,D17
H01354,1,1,2.52050587,RENT,D17
H01356,1,1,1.76323184,OWN,D17
H01358,1,1,2.16894129,OWN,D17
H01366,1,1,2.67147679,RENT,D18
H01376,1,1,3.45241798,RENT,D18
H01386,1,1,2.57512488,OWN,D18
H01393,1,1,2.41615340,OWN,D18
H01397,1,1,2.00908171,OWN,D18
H01407,1,1,2.27288697,RENT,D18
H01411,1,1,1.97599662,RENT,D18
H01417,1,1,2.09197549,OWN,D18
H01423,1,1,2.39284853,RENT,D18
H01430,1,1,2.47804884,RENT,D18
H01433,1,1,2.38376007,OWN,D18
H01436,1,1,2.17547818,RENT,D18
H01442,1,1,3.04658811,OWN,D19
H01450,1,1,3.22525651,RENT,D19
H01453,1,1,3.31419938,OWN,D19
H01471,1,1,2.69328426,OWN,D19
H01472,1,1,3.06485167,RENT,D19
H01473,1,1,3.26817789,RENT,D19
H01478,1,1,1.83913238,OWN,D19
H01479,1,1,2.29347289,RENT,D19
H01481,1,1,2.40400684,OWN,D19
H01488,1,1,2.10021389,RENT,D19
H01489,1,1,2.28861111,OWN,D19
H01491,1,1,2.14754978,OWN,D19
H01493,1,1,2.59752078,RENT,D19
H01501,1,1,1.57540953,OWN,D19
H01518,1,1,1.78082534,OWN,D19
H01519,1,1,2.30081432,OWN,D19
H01522,1,1,2.89839076,RENT,D20
H01548,1,1,3.29997189,RENT,D20
H01550,1,1,2.88359148,OWN,D20
H01567,1,1,2.27781251,RENT,D20
H01576,1,1,1.95622818,OWN,D20
H01590,1,1,2.26773925,OWN,D20
H01591,1,1,2.16448860,RENT,D20
H01598,1,1,2.57015673,RENT,D20
H01607,1,1,3.53067340,RENT,D21
H01614,1,1,2.90523288,OWN,D21
H01617,1,1,3.05712516,RENT,D21
H01619,1,1,2.29791602,OWN,D21
H01627,1,1,3.19793296,OWN,D21
H01633,1,1,3.57039045,RENT,D21
H01639,1,1,2.52095783,OWN,D21
H01646,1,1,2.99565093,OWN,D21
H01651,1,1,2.20826192,OWN,D21
H01652,1,1,2.08258866,OWN,D21
H01659,1,1,2.43066311,RENT,D21
H01662,1,1,1.78368798,RENT,D21
H01668,1,1,2.23865818,OWN,D21
H01669,1,1,2.13273302,OWN,D21
H01670,1,1,2.11925904,RENT,D21
H01677,1,1,2.30970761,RENT,D21
H01688,1,1,3.15649922,RENT,D22
H01694,1,1,2.71681972,OWN,D22
H01696,1,1,3.26167792,RENT,D22
H01704,1,1,2.91391503,RENT,D22
H01725,1,1,2.81442281,OWN,D22
H01738,1,1,1.77356789,RENT,D22
H01743,1,1,2.40376184,OWN,D22
H01746,1,1,2.30188046,OWN,D22
H01761,1,1,3.26398476,OWN,D23
H01766,1,1,2.81734370,RENT,D23
H01769,1,1,2.43599848,OWN,D23
H01772,1,1,3.08967879,OWN,D23
H01773,1,1,3.18909113,OWN,D23
H01780,1,1,2.68452280,OWN,D23
H01792,1,1,1.90725727,OWN,D23
H01794,1,1,1.22162377,OWN,D23
H01795,1,1,2.67846928,RENT,D23
H01824,1,1,2.48282768,RENT,D23
H01825,1,1,2.68235903,RENT,D23
H01826,1,1,2.37423173,OWN,D23
H01827,1,1,2.67266695,RENT,D23
H01835,1,1,1.77861660,OWN,D23
H01838,1,1,2.29322188,OWN,D23
H01843,1,1,3.15463679,RENT,D24
H01855,1,1,2.63421461,OWN,D24
H01859,1,1,3.21356669,OWN,D24
H01863,1,1,2.85023715,OWN,D24
H01868,1,1,2.40723337,OWN,D24
H01882,1,1,2.20595315,OWN,D24
H01893,1,1,2.25993012,OWN,D24
H01898,1,1,1.78762736,OWN,D24
H01904,1,1,1.79033357,OWN,D24
H01924,1,1,3.52211837,RENT,D25
H01925,1,1,3.57552093,RENT,D25
H01930,1,1,3.28544653,OWN,D25
H01933,1,1,3.06158989,OWN,D25
H01954,1,1,2.40528764,OWN,D25
H01957,1,1,2.65277312,OWN,D25
H01960,1,1,2.92000311,OWN,D25
H01965,1,1,1.99332933,OWN,D25
H01967,1,1,2.19826104,OWN,D25
H01969,1,1,2.66023260,RENT,D25
H01983,1,1,2.25459752,OWN,D25
H01986,1,1,2.41803649,RENT,D25
H02000,1,1,2.77600708,RENT,D25
H02003,1,1,2.87752450,OWN,D26
H02016,1,1,3.47211513,OWN,D26
H02019,1,1,3.28735500,OWN,D26
H02030,1,1,2.43729717,RENT,D26
H02034,1,1,2.43678927,OWN,D26
H02036,1,1,2.66538587,OWN,D26
H02039,1,1,2.45763488,OWN,D26
H02062,1,1,2.59277600,RENT,D26
H02071,1,1,2.42838942,OWN,D26
H02076,1,1,2.54459278,OWN,D26
H02077,1,1,2.76485193,RENT,D26
H02086,1,1,2.99685444,RENT,D27
H02105,1,1,3.17549464,OWN,D27
H02118,1,1,2.26427012,OWN,D27
H02121,1,1,1.81039770,OWN,D27
H02128,1,1,2.57132810,RENT,D27
H02135,1,1,2.46677705,RENT,D27
H02143,1,1,2.37836401,OWN,D27
H02149,1,1,2.81862878,RENT,D27
H02162,1,1,3.04402840,OWN,D28
H02165,1,1,3.51742674,OWN,D28
H02167,1,1,3.76522826,RENT,D28
H02173,1,1,3.44130596,RENT,D28
H02176,1,1,3.39203951,OWN,D28
H02183,1,1,3.83511761,RENT,D28
H02185,1,1,3.24356903,OWN,D28
H02189,1,1,4.02997106,RENT,D28
H02191,1,1,3.10253891,OWN,D28
H02194,1,1,2.66907992,RENT,D28
H02198,1,1,2.18847182,RENT,D28
H02200,1,1,2.53122480,OWN,D28
H02216,1,1,2.95723723,RENT,D28
H02218,1,1,2.58567933,OWN,D28
H02224,1,1,2.98878021,RENT,D28
H02234,1,1,2.41846553,OWN,D28
H02258,1,1,2.80540081,RENT,D29
H02268,1,1,3.46423777,OWN,D29
H02275,1,1,2.98359094,OWN,D29
H02281,1,1,3.03227272,OWN,D29
H02287,1,1,2.59171255,OWN,D29
H02288,1,1,2.04273880,OWN,D29
H02294,1,1,2.62853748,OWN,D29
H02299,1,1,2.25786344,RENT,D29
H02311,1,1,2.67573029,RENT,D29
H02314,1,1,2.62267111,RENT,D29
H02329,1,1,3.49746949,OWN,D30
H02331,1,1,3.39231841,OWN,D30
H02338,1,1,3.86825716,RENT,D30
H02344,1,1,2.67751094,OWN,D30
H02349,1,1,2.85394335,OWN,D30
H02353,1,1,4.08441331,RENT,D30
H02358,1,1,3.36857011,RENT,D30
H02359,1,1,3.39041292,OWN,D30
H02366,1,1,2.25633563,OWN,D30
H02373,1,1,2.08144695,OWN,D30
H02376,1,1,2.23632021,OWN,D30
H02388,1,1,2.25497924,OWN,D30
H02392,1,1,2.81318207,RENT,D30
H02399,1,1,2.74240838,RENT,D30
H02410,1,1,3.69040704,OWN,D31
H02416,1,1,3.42582605,RENT,D31
H02421,1,1,2.52922654,OWN,D31
H02422,1,1,2.70095533,RENT,D31
H02430,1,1,2.33072960,RENT,D31
H02434,1,1,2.65821112,RENT,D31
H02435,1,1,2.81425750,RENT,D31
H02441,1,1,2.72218363,RENT,D31
H02442,1,1,2.65232374,OWN,D31
H02455,1,1,2.93494986,RENT,D31
H02456,1,1,2.60086917,RENT,D31
H02457,1,1,2.70768585,OWN,D31
H02463,1,1,2.54495886,RENT,D31
H02476,1,1,2.32044648,OWN,D31
H02480,1,1,2.39508911,OWN,D31
H02499,1,1,3.40760006,OWN,D32
H02502,1,1,2.83673268,RENT,D32
H02506,1,1,2.20395687,OWN,D32
H02513,1,1,2.33368417,OWN,D32
H02541,1,1,2.47137696,RENT,D32
H02543,1,1,2.11475110,OWN,D32
H02546,1,1,2.31330557,RENT,D32
H02549,1,1,2.64863061,RENT,D32
H02559,1,1,2.56916503,OWN,D32
