hh_id,responded,phase2,y,tenure,assigned,interview_domain
H00424,1,1,2.07848812,OWN,1,D06
H00426,0,0,,RENT,1,D06
H00430,1,1,2.28085875,OWN,1,D06
H00439,1,1,2.41662808,RENT,0,D06
H00457,1,1,0.71506119,OWN,0,D06
H00461,1,1,1.17413644,OWN,0,D06
H00465,1,1,1.07377992,RENT,0,D06
H00474,1,1,1.60289628,RENT,0,D06
H00481,1,1,2.01675444,RENT,1,D07
H00485,0,0,,OWN,1,D07
H00490,1,1,2.12588790,OWN,0,D07
H00500,1,1,2.22706449,RENT,1,D07
H00513,1,1,1.33676950,RENT,0,D07
H00515,1,1,1.42881681,RENT,0,D07
H00520,1,1,1.52835140,RENT,0,D07
H00525,1,1,1.85445611,RENT,0,D07
H00526,1,1,1.52458382,RENT,1,D07
H00527,0,0,,OWN,1,D07
H00532,1,1,0.68745406,OWN,0,D07
H00533,1,1,1.19195361,OWN,0,D07
H00554,1,1,1.27942276,OWN,0,D07
H00563,1,1,2.17455737,RENT,1,D08
H00564,0,0,,RENT,1,D08
H00567,1,1,2.00706750,RENT,0,D08
H00593,1,1,1.20204084,RENT,0,D08
H00595,1,1,1.54044574,OWN,1,D08
H00599,1,1,1.32087528,OWN,1,D08
H00610,1,1,1.48343782,OWN,1,D08
H00612,1,1,1.89348380,RENT,0,D08
H00626,1,1,1.30415096,RENT,1,D08
H00636,1,1,1.25346665,RENT,0,D08
H00638,1,1,1.46150222,OWN,0,D08
H00647,1,1,2.66790059,RENT,1,D09
H00648,0,0,,RENT,0,D09
H00654,1,1,2.83863558,RENT,1,D09
H00659,1,1,2.88922465,RENT,0,D09
H00671,1,1,1.57869623,OWN,0,D09
H00677,1,1,1.13200877,OWN,0,D09
H00680,1,1,1.62166449,OWN,1,D09
H00690,1,1,1.70658903,OWN,0,D09
H00691,1,1,1.87496808,RENT,0,D09
H00695,1,1,1.76358884,OWN,0,D09
H00702,1,1,1.33584239,OWN,0,D09
H00709,1,1,2.19502560,RENT,0,D09
H00720,1,1,1.63460757,OWN,0,D09
H00723,0,0,,OWN,0,D10
H00730,1,1,2.31878456,RENT,1,D10
H00741,0,0,,RENT,1,D10
H00743,1,1,2.86959807,RENT,1,D10
H00748,1,1,1.38712351,OWN,1,D10
H00760,1,1,1.74079537,OWN,0,D10
H00763,1,1,1.43106501,RENT,1,D10
H00770,1,1,2.28075494,RENT,0,D10
H00784,1,1,1.68059030,OWN,0,D10
H00792,1,1,1.40697235,OWN,0,D10
H00795,1,1,2.22551340,OWN,0,D10
H00801,1,1,2.28105920,RENT,1,D11
H00806,1,1,2.38046409,OWN,0,D11
H00816,1,1,2.08259374,OWN,0,D11
H00825,0,0,,RENT,1,D11
H00844,1,1,1.44184614,OWN,0,D11
H00847,1,1,1.63205105,OWN,0,D11
H00850,1,1,1.52331296,RENT,0,D11
H00854,1,1,1.97565540,OWN,0,D11
H00856,1,1,1.73685623,RENT,0,D11
H00859,0,0,,OWN,0,D11
H00881,0,0,,RENT,1,D12
H00890,0,0,,OWN,1,D12
H00900,0,0,,OWN,0,D12
H00903,0,0,,RENT,1,D12
H00914,0,0,,OWN,1,D12
H00918,1,1,1.45769866,OWN,0,D12
H00919,0,0,,OWN,1,D12
H00925,1,1,1.51092543,OWN,0,D12
H00931,1,1,1.59816680,OWN,0,D12
H00935,1,1,1.58693609,OWN,1,D12
H00940,1,1,1.73814646,RENT,0,D12
H00949,1,1,1.88400347,RENT,0,D12
H00957,1,1,2.26324858,RENT,0,D12
H00960,1,1,1.83111069,RENT,0,D12
H00967,1,1,2.66076158,OWN,1,D13
H00974,1,1,2.24648225,OWN,0,D13
H00977,1,1,2.30841016,OWN,1,D13
H00980,1,1,2.49810510,OWN,1,D13
H00990,0,0,,OWN,1,D13
H00992,0,0,,RENT,1,D13
H00993,0,0,,OWN,1,D13
H01002,0,0,,OWN,1,D13
H01005,1,1,2.28949305,OWN,1,D13
H01012,1,1,1.17990035,OWN,0,D13
H01017,1,1,1.97699311,OWN,1,D13
H01018,1,1,1.87943504,RENT,0,D13
H01038,1,1,1.53515192,RENT,1,D13
H01039,1,1,1.52642688,OWN,1,D13
H01041,1,1,2.40570951,RENT,0,D14
H01054,0,0,,OWN,0,D14
H01059,1,1,2.42077523,OWN,0,D14
H01060,0,0,,OWN,0,D14
H01063,0,0,,OWN,0,D14
H01087,1,1,2.91170035,RENT,0,D14
H01095,1,1,1.86129581,OWN,1,D14
H01103,1,1,1.76688031,OWN,0,D14
H01112,1,1,2.05079310,RENT,0,D14
H01118,1,1,1.66487408,RENT,1,D14
H01121,0,0,,OWN,1,D15
H01127,1,1,2.90885114,RENT,1,D15
H01128,1,1,2.54919709,OWN,0,D15
H01131,1,1,2.83644678,RENT,1,D15
H01132,0,0,,OWN,1,D15
H01137,1,1,2.58836975,RENT,1,D15
H01138,1,1,2.65181817,RENT,1,D15
H01147,0,0,,RENT,0,D15
H01158,1,1,1.52686553,OWN,1,D15
H01165,1,1,1.74139914,OWN,0,D15
H01174,1,1,1.75517105,RENT,1,D15
H01175,1,1,1.96243803,RENT,0,D15
H01184,1,1,1.45444729,OWN,1,D15
H01186,1,1,1.87666850,RENT,1,D15
H01206,1,1,2.12424144,RENT,1,D16
H01209,1,1,2.26534979,OWN,0,D16
H01210,0,0,,RENT,0,D16
H01212,1,1,2.46609272,RENT,1,D16
H01217,0,0,,OWN,1,D16
H01225,1,1,2.07280142,RENT,1,D16
H01234,1,1,1.72949201,OWN,0,D16
H01235,1,1,2.21405641,RENT,0,D16
H01260,1,1,1.41766042,OWN,0,D16
H01267,1,1,1.40000317,OWN,0,D16
H01283,1,1,3.12270116,RENT,1,D17
H01284,1,1,2.88799955,RENT,1,D17
H01292,1,1,3.44668389,RENT,1,D17
H01294,1,1,2.44373854,OWN,1,D17
H01300,1,1,2.92415979,RENT,1,D17
H01301,0,0,,RENT,1,D17
H01327,1,1,2.26059628,RENT,1,D17
H01340,1,1,1.94457897,OWN,0,D17
H01344,1,1,1.57873377,OWN,0,D17
H01347,1,1,2.08258120,OWN,0,D17
H01348,1,1,2.30045358,OWN,0,D17
H01355,1,1,2.12733805,RENT,0,D17
H01360,1,1,2.14874373,OWN,1,D17
H01364,0,0,,RENT,0,D18
H01365,0,0,,RENT,1,D18
H01377,0,0,,OWN,0,D18
H01380,0,0,,OWN,0,D18
H01385,1,1,2.39865907,RENT,0,D18
H01397,1,1,2.00908171,OWN,0,D18
H01405,1,1,2.35690864,OWN,1,D18
H01415,1,1,1.94515504,OWN,0,D18
H01429,1,1,2.23179004,OWN,0,D18
H01434,1,1,2.41502876,RENT,1,D18
H01438,1,1,2.08928597,OWN,0,D18
H01441,1,1,2.90936335,OWN,0,D19
H01447,1,1,3.06808932,RENT,1,D19
H01454,0,0,,OWN,0,D19
H01457,1,1,3.13519635,RENT,0,D19
H01463,0,0,,OWN,1,D19
H01470,1,1,2.42401112,OWN,1,D19
H01486,1,1,2.08919581,OWN,0,D19
H01490,1,1,2.25003253,OWN,0,D19
H01494,1,1,2.19820803,OWN,0,D19
H01502,0,0,,OWN,0,D19
H01503,1,1,2.14923693,OWN,0,D19
H01507,1,1,1.68797041,OWN,1,D19
H01517,1,1,2.02627234,OWN,0,D19
H01528,1,1,3.31044023,RENT,1,D20
H01535,1,1,2.99309686,RENT,1,D20
H01555,1,1,3.05704621,OWN,0,D20
H01568,1,1,2.70099741,RENT,0,D20
H01576,1,1,1.95622818,OWN,0,D20
H01577,1,1,2.00548814,RENT,0,D20
H01582,1,1,2.12235155,OWN,0,D20
H01593,1,1,1.90369190,RENT,0,D20
H01594,1,1,2.19101525,RENT,1,D20
H01595,0,0,,OWN,0,D20
H01600,1,1,2.61231737,RENT,1,D20
H01606,1,1,3.42708629,RENT,1,D21
H01607,0,0,,RENT,1,D21
H01611,1,1,3.04951832,OWN,1,D21
H01624,0,0,,RENT,1,D21
H01625,1,1,3.58915544,RENT,1,D21
H01636,1,1,2.96245965,OWN,0,D21
H01645,1,1,2.66658946,RENT,1,D21
H01649,1,1,1.84591926,RENT,0,D21
H01650,1,1,2.10197842,OWN,1,D21
H01656,1,1,1.84173212,OWN,0,D21
H01658,1,1,2.50912153,RENT,1,D21
H01668,1,1,2.23865818,OWN,1,D21
H01674,1,1,2.04272552,OWN,0,D21
H01675,1,1,2.17575991,OWN,1,D21
H01685,0,0,,RENT,1,D22
H01700,1,1,2.99846497,OWN,1,D22
H01705,1,1,3.09079098,RENT,1,D22
H01715,1,1,3.21850274,RENT,1,D22
H01717,0,0,,OWN,1,D22
H01720,1,1,2.93541128,RENT,1,D22
H01722,0,0,,OWN,0,D22
H01741,1,1,2.24940424,RENT,0,D22
H01749,1,1,1.70266301,OWN,0,D22
H01756,1,1,2.09418112,OWN,1,D22
H01767,0,0,,OWN,1,D23
H01775,0,0,,OWN,1,D23
H01780,1,1,2.68452280,OWN,1,D23
H01791,1,1,2.18087640,OWN,1,D23
H01798,1,1,1.81176061,OWN,0,D23
H01800,1,1,2.10878049,OWN,1,D23
H01801,1,1,2.55602901,RENT,0,D23
H01807,1,1,1.65537967,RENT,0,D23
H01810,1,1,1.84569643,RENT,0,D23
H01817,1,1,1.83241413,OWN,1,D23
H01824,1,1,2.48282768,RENT,0,D23
H01831,1,1,2.15362987,RENT,0,D23
H01837,1,1,2.09189194,RENT,1,D23
H01854,0,0,,RENT,1,D24
H01855,0,0,,OWN,0,D24
H01868,1,1,2.40723337,OWN,0,D24
H01871,1,1,1.89424496,OWN,0,D24
H01877,1,1,1.98428111,OWN,0,D24
H01883,1,1,1.92878474,OWN,1,D24
H01884,1,1,1.61237209,OWN,0,D24
H01888,1,1,1.88152704,OWN,0,D24
H01892,1,1,1.30352459,OWN,0,D24
H01902,1,1,2.58163640,RENT,0,D24
H01906,1,1,2.22575099,OWN,1,D24
H01928,1,1,3.65649840,RENT,1,D25
H01934,0,0,,RENT,0,D25
H01936,0,0,,OWN,1,D25
H01943,1,1,2.38101553,OWN,0,D25
H01951,1,1,3.18922685,RENT,1,D25
H01955,1,1,2.44264378,RENT,0,D25
H01968,1,1,2.84424051,RENT,1,D25
H01974,1,1,2.57274861,RENT,0,D25
H01978,1,1,2.84136062,OWN,1,D25
H01988,1,1,2.78425643,RENT,1,D25
H01996,1,1,2.26145118,OWN,0,D25
H02005,0,0,,RENT,1,D26
H02012,1,1,2.81079679,OWN,1,D26
H02019,1,1,3.28735500,OWN,0,D26
H02020,0,0,,OWN,1,D26
H02021,1,1,2.10009891,OWN,0,D26
H02025,1,1,2.82518641,RENT,0,D26
H02033,1,1,2.91647297,OWN,0,D26
H02034,1,1,2.43678927,OWN,1,D26
H02048,1,1,2.24947402,RENT,0,D26
H02053,1,1,2.51895388,OWN,0,D26
H02067,1,1,1.84469255,OWN,0,D26
H02071,1,1,2.42838942,OWN,0,D26
H02077,1,1,2.76485193,RENT,1,D26
H02084,1,1,3.57051988,RENT,1,D27
H02085,1,1,3.06820970,OWN,1,D27
H02088,1,1,2.97809693,OWN,0,D27
H02102,1,1,3.50827478,RENT,1,D27
H02103,0,0,,RENT,1,D27
H02109,0,0,,RENT,1,D27
H02114,1,1,2.13840789,OWN,0,D27
H02117,1,1,2.51263080,OWN,1,D27
H02120,1,1,2.30827290,OWN,0,D27
H02125,1,1,1.93895748,OWN,0,D27
H02126,1,1,2.77167611,RENT,1,D27
H02130,1,1,2.62895508,OWN,0,D27
H02141,1,1,2.88254973,RENT,0,D27
H02142,1,1,3.01338100,RENT,0,D27
H02158,1,1,2.38817458,RENT,0,D27
H02159,1,1,2.51249467,RENT,0,D27
H02175,1,1,3.24884631,OWN,1,D28
H02185,0,0,,OWN,1,D28
H02202,1,1,2.68199386,RENT,1,D28
H02217,1,1,2.64941003,RENT,1,D28
H02227,1,1,2.61266914,OWN,0,D28
H02232,1,1,2.39450077,OWN,0,D28
H02234,1,1,2.41846553,OWN,0,D28
H02239,1,1,2.70965848,RENT,1,D28
H02245,0,0,,OWN,1,D29
H02246,0,0,,RENT,1,D29
H02249,1,1,3.08853037,OWN,1,D29
H02250,0,0,,RENT,1,D29
H02253,1,1,3.09397902,OWN,0,D29
H02258,0,0,,RENT,0,D29
H02259,1,1,3.01157080,OWN,1,D29
H02267,0,0,,OWN,1,D29
H02272,1,1,4.00944942,RENT,1,D29
H02279,1,1,3.59442064,RENT,1,D29
H02281,0,0,,OWN,1,D29
H02316,1,1,2.72365276,OWN,1,D29
H02321,1,1,2.99629068,OWN,1,D30
H02337,0,0,,OWN,1,D30
H02348,1,1,3.49600551,RENT,0,D30
H02354,0,0,,RENT,1,D30
H02362,1,1,3.49406603,OWN,0,D30
H02381,1,1,2.53899870,RENT,0,D30
H02383,1,1,2.41647123,OWN,0,D30
H02386,1,1,1.99707564,OWN,1,D30
H02390,1,1,2.80268550,OWN,0,D30
H02392,1,1,2.81318207,RENT,1,D30
H02394,1,1,2.28911763,OWN,0,D30
H02395,1,1,3.10721305,RENT,0,D30
H02403,1,1,3.38562902,RENT,0,D31
H02404,1,1,3.69008277,RENT,1,D31
H02412,1,1,2.92229594,OWN,0,D31
H02426,0,0,,RENT,1,D31
H02438,1,1,2.69582800,OWN,0,D31
H02448,1,1,2.60790710,OWN,0,D31
H02451,1,1,2.92845361,RENT,0,D31
H02457,1,1,2.70768585,OWN,0,D31
H02476,1,1,2.32044648,OWN,0,D31
H02487,1,1,2.96656516,OWN,1,D32
H02490,1,1,3.43237953,RENT,0,D32
H02494,0,0,,RENT,1,D32
H02499,0,0,,OWN,1,D32
H02503,1,1,2.23782913,OWN,1,D32
H02505,1,1,2.36691135,RENT,0,D32
H02514,1,1,2.24099131,RENT,0,D32
H02521,0,0,,RENT,0,D32
H02522,1,1,3.11770776,RENT,0,D32
H02527,1,1,2.67746928,OWN,1,D32
H02542,1,1,2.24513624,OWN,0,D32
H02545,1,1,2.52532679,OWN,0,D32
H02551,1,1,2.60425802,RENT,1,D32
H02554,1,1,2.40659205,OWN,0,D32
H02557,1,1,2.78829757,RENT,0,D32
