hh_id,responded,phase2,y,tenure,assigned,interview_domain
H00892,1,1,2.30473906,OWN,1,D12
H00899,1,1,2.21671060,OWN,1,D12
H00900,1,1,2.47547984,OWN,1,D12
H00926,1,1,2.07534679,OWN,0,D12
H00936,1,1,1.78062668,RENT,1,D12
H00938,1,1,1.39186538,OWN,1,D12
H00940,1,1,1.73814646,RENT,1,D12
H00949,1,1,1.88400347,RENT,1,D12
H00962,1,1,2.59330642,OWN,0,D13
H00969,1,1,2.77910772,OWN,0,D13
H00978,1,1,2.93503686,RENT,0,D13
H00985,1,1,2.32551611,OWN,1,D13
H00986,1,1,2.47477200,OWN,0,D13
H00990,1,1,2.86143700,OWN,1,D13
H01006,1,1,2.32265618,OWN,0,D13
H01015,1,1,1.76977758,OWN,1,D13
H01016,1,1,1.61167712,RENT,1,D13
H01019,1,1,1.99155625,OWN,0,D13
H01026,1,1,2.17819741,RENT,0,D13
H01031,1,1,1.40439090,OWN,0,D13
H01036,1,1,2.24501267,RENT,1,D13
H01057,1,1,2.54784477,OWN,1,D14
H01060,1,1,2.34629310,OWN,1,D14
H01065,1,1,2.34679116,OWN,1,D14
H01077,1,1,2.70693587,RENT,1,D14
H01081,1,1,2.39737289,RENT,1,D14
H01084,1,1,2.67600627,RENT,1,D14
H01104,1,1,1.43480417,OWN,0,D14
H01111,1,1,1.83955285,OWN,0,D14
H01113,1,1,1.66766413,RENT,0,D14
H01124,1,1,2.68242752,RENT,0,D15
H01132,1,1,2.37937486,OWN,0,D15
H01141,1,1,2.62907883,RENT,1,D15
H01142,1,1,2.53529053,RENT,1,D15
H01145,1,1,1.36161988,OWN,0,D15
H01152,1,1,1.66448994,OWN,0,D15
H01161,1,1,1.71067682,OWN,0,D15
H01163,1,1,1.49124119,OWN,0,D15
H01168,1,1,1.42903231,OWN,0,D15
H01187,1,1,1.49840313,RENT,1,D15
H01193,1,1,1.25875993,OWN,0,D15
H01196,1,1,1.40856173,OWN,0,D15
H01202,1,1,2.92891469,RENT,1,D16
H01206,1,1,2.12424144,RENT,1,D16
H01207,1,1,2.21577735,RENT,1,D16
H01212,1,1,2.46609272,RENT,1,D16
H01223,1,1,2.84653334,OWN,1,D16
H01230,1,1,1.93254310,OWN,0,D16
H01232,1,1,2.26025266,RENT,1,D16
H01235,1,1,2.21405641,RENT,0,D16
H01253,1,1,1.36152275,OWN,0,D16
H01277,1,1,2.24953325,RENT,0,D16
H01285,1,1,3.09792087,OWN,0,D17
H01289,1,1,2.72755352,OWN,1,D17
H01295,1,1,2.79667563,OWN,1,D17
H01298,1,1,2.67951788,OWN,0,D17
H01304,1,1,2.92149903,OWN,1,D17
H01342,1,1,2.12711934,OWN,0,D17
H01354,1,1,2.52050587,RENT,0,D17
H01356,1,1,1.76323184,OWN,0,D17
H01366,1,1,2.67147679,RENT,1,D18
H01367,1,1,3.06417645,OWN,0,D18
H01372,1,1,2.49740408,OWN,1,D18
H01375,1,1,3.08400491,RENT,1,D18
H01379,1,1,2.99403613,RENT,1,D18
H01390,1,1,2.01608897,OWN,0,D18
H01396,1,1,2.40470220,OWN,0,D18
H01397,1,1,2.00908171,OWN,1,D18
H01406,1,1,1.97261854,OWN,0,D18
H01411,1,1,1.97599662,RENT,0,D18
H01413,1,1,2.84008603,RENT,0,D18
H01419,1,1,2.05077149,RENT,0,D18
H01421,1,1,2.58952521,RENT,0,D18
H01422,1,1,2.29206308,OWN,0,D18
H01454,1,1,2.76760956,OWN,1,D19
H01464,1,1,3.25414513,RENT,1,D19
H01467,1,1,3.31450961,OWN,1,D19
H01468,1,1,2.77058357,OWN,0,D19
H01473,1,1,3.26817789,RENT,1,D19
H01481,1,1,2.40400684,OWN,0,D19
H01493,1,1,2.59752078,RENT,1,D19
H01494,1,1,2.19820803,OWN,0,D19
H01502,1,1,1.48180049,OWN,1,D19
H01509,1,1,1.73430322,OWN,0,D19
H01512,1,1,2.02877509,OWN,0,D19
H01519,1,1,2.30081432,OWN,0,D19
H01526,1,1,3.10738088,OWN,1,D20
H01528,1,1,3.31044023,RENT,1,D20
H01535,1,1,2.99309686,RENT,1,D20
H01549,1,1,2.92060328,OWN,1,D20
H01554,1,1,3.20264883,RENT,0,D20
H01564,1,1,1.56063928,OWN,0,D20
H01573,1,1,2.13751423,OWN,0,D20
H01574,1,1,2.36162470,OWN,0,D20
H01583,1,1,1.99591788,OWN,1,D20
H01589,1,1,1.71479174,OWN,0,D20
H01606,1,1,3.42708629,RENT,1,D21
H01610,1,1,2.73632702,OWN,0,D21
H01630,1,1,2.94260845,OWN,1,D21
H01635,1,1,2.92413484,OWN,1,D21
H01636,1,1,2.96245965,OWN,1,D21
H01646,1,1,2.99565093,OWN,0,D21
H01652,1,1,2.08258866,OWN,1,D21
H01657,1,1,2.19816509,RENT,0,D21
H01664,1,1,2.38096999,RENT,0,D21
H01684,1,1,2.63992132,OWN,1,D22
H01689,1,1,2.63127515,OWN,0,D22
H01692,1,1,3.05897695,RENT,0,D22
H01693,1,1,2.86447674,RENT,0,D22
H01707,1,1,2.64874550,OWN,1,D22
H01709,1,1,3.06925247,RENT,1,D22
H01725,1,1,2.81442281,OWN,1,D22
H01727,1,1,2.90493503,OWN,1,D22
H01734,1,1,2.08492918,RENT,0,D22
H01741,1,1,2.24940424,RENT,0,D22
H01748,1,1,2.18519338,RENT,0,D22
H01755,1,1,2.16637260,RENT,0,D22
H01759,1,1,2.16606452,OWN,0,D22
H01763,1,1,3.35308734,OWN,1,D23
H01766,1,1,2.81734370,RENT,1,D23
H01770,1,1,2.88537976,OWN,1,D23
H01774,1,1,3.68860751,RENT,1,D23
H01777,1,1,3.13800774,OWN,1,D23
H01778,1,1,2.74028672,RENT,1,D23
H01785,1,1,2.18926424,OWN,0,D23
H01788,1,1,2.29038649,OWN,0,D23
H01802,1,1,2.18149747,OWN,0,D23
H01818,1,1,2.18176854,RENT,1,D23
H01825,1,1,2.68235903,RENT,1,D23
H01827,1,1,2.67266695,RENT,0,D23
H01842,1,1,2.57848224,OWN,1,D24
H01855,1,1,2.63421461,OWN,1,D24
H01856,1,1,3.14573099,OWN,1,D24
H01858,1,1,2.87826346,RENT,1,D24
H01865,1,1,2.45267267,RENT,1,D24
H01871,1,1,1.89424496,OWN,0,D24
H01873,1,1,2.31487540,RENT,0,D24
H01891,1,1,2.30915790,OWN,0,D24
H01900,1,1,2.00073885,OWN,0,D24
H01915,1,1,2.33837188,OWN,0,D24
H01929,1,1,3.43407608,RENT,0,D25
H01932,1,1,3.33552883,OWN,1,D25
H01947,1,1,3.10339623,RENT,1,D25
H01962,1,1,2.84417308,RENT,0,D25
H01971,1,1,2.55187091,RENT,1,D25
H01973,1,1,2.16972496,OWN,0,D25
H01976,1,1,2.95364884,RENT,0,D25
H01980,1,1,2.62290537,OWN,0,D25
H01984,1,1,2.62109331,OWN,1,D25
H01988,1,1,2.78425643,RENT,0,D25
H02019,1,1,3.28735500,OWN,1,D26
H02030,1,1,2.43729717,RENT,1,D26
H02033,1,1,2.91647297,OWN,0,D26
H02034,1,1,2.43678927,OWN,0,D26
H02038,1,1,2.68495730,RENT,1,D26
H02039,1,1,2.45763488,OWN,1,D26
H02041,1,1,2.55010874,OWN,0,D26
H02044,1,1,2.65782114,OWN,0,D26
H02045,1,1,2.74293048,RENT,0,D26
H02055,1,1,2.61155704,OWN,1,D26
H02057,1,1,2.39797556,OWN,1,D26
H02066,1,1,2.33470710,OWN,0,D26
H02097,1,1,3.33048706,RENT,1,D27
H02106,1,1,4.16145512,RENT,1,D27
H02128,1,1,2.57132810,RENT,0,D27
H02130,1,1,2.62895508,OWN,1,D27
H02142,1,1,3.01338100,RENT,0,D27
H02143,1,1,2.37836401,OWN,0,D27
H02147,1,1,2.59715747,RENT,0,D27
H02154,1,1,3.08770538,RENT,0,D27
H02157,1,1,2.67072136,RENT,0,D27
H02162,1,1,3.04402840,OWN,0,D28
H02163,1,1,3.63245223,RENT,1,D28
H02167,1,1,3.76522826,RENT,1,D28
H02177,1,1,3.41069319,RENT,1,D28
H02183,1,1,3.83511761,RENT,0,D28
H02188,1,1,3.74895151,OWN,1,D28
H02200,1,1,2.53122480,OWN,0,D28
H02201,1,1,2.43733507,RENT,0,D28
H02208,1,1,2.43141470,RENT,0,D28
H02217,1,1,2.64941003,RENT,1,D28
H02224,1,1,2.98878021,RENT,0,D28
H02230,1,1,2.25346773,OWN,0,D28
H02239,1,1,2.70965848,RENT,0,D28
H02243,1,1,2.95320558,OWN,1,D29
H02249,1,1,3.08853037,OWN,0,D29
H02257,1,1,3.33349744,OWN,0,D29
H02259,1,1,3.01157080,OWN,1,D29
H02273,1,1,3.60474772,RENT,0,D29
H02281,1,1,3.03227272,OWN,1,D29
H02284,1,1,2.89792155,OWN,0,D29
H02289,1,1,2.49575397,RENT,1,D29
H02311,1,1,2.67573029,RENT,0,D29
H02318,1,1,2.51417961,RENT,1,D29
H02332,1,1,3.28049205,RENT,1,D30
H02338,1,1,3.86825716,RENT,1,D30
H02354,1,1,3.36958985,RENT,0,D30
H02360,1,1,3.36140445,RENT,0,D30
H02361,1,1,3.42765526,RENT,1,D30
H02362,1,1,3.49406603,OWN,1,D30
H02363,1,1,3.70360464,OWN,1,D30
H02366,1,1,2.25633563,OWN,0,D30
H02368,1,1,1.95232020,OWN,0,D30
H02374,1,1,2.43638892,RENT,1,D30
H02378,1,1,2.71865300,OWN,0,D30
H02397,1,1,2.39124334,RENT,1,D30
H02402,1,1,3.64054196,RENT,1,D31
H02403,1,1,3.38562902,RENT,1,D31
H02405,1,1,3.52614436,RENT,0,D31
H02407,1,1,3.36082124,OWN,1,D31
H02410,1,1,3.69040704,OWN,1,D31
H02417,1,1,3.31093345,OWN,1,D31
H02429,1,1,2.51782283,OWN,0,D31
H02450,1,1,2.45668962,RENT,0,D31
H02453,1,1,2.96446974,RENT,0,D31
H02457,1,1,2.70768585,OWN,0,D31
H02466,1,1,2.86024448,RENT,1,D31
H02485,1,1,3.26695145,OWN,1,D32
H02490,1,1,3.43237953,RENT,0,D32
H02498,1,1,3.25981435,OWN,0,D32
H02511,1,1,3.03888723,RENT,1,D32
H02512,1,1,2.51991099,OWN,1,D32
H02520,1,1,2.27647062,RENT,0,D32
H02523,1,1,2.39284076,RENT,0,D32
H02524,1,1,2.76624925,RENT,0,D32
H02528,1,1,2.77144757,RENT,0,D32
H02539,1,1,2.19730008,OWN,1,D32
H02544,1,1,2.09959773,OWN,0,D32
