hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H01036,ST07,P14,D13,NORTH,0,RENT,5.09090909,1,1,2.24501267,1
H01057,ST07,P13,D14,NORTH,1,OWN,9.45454545,1,1,2.54784477,1
H01060,ST07,P14,D14,NORTH,1,OWN,9.45454545,1,1,2.34629310,1
H01065,ST07,P13,D14,NORTH,1,OWN,9.45454545,1,1,2.34679116,1
H01077,ST07,P13,D14,NORTH,1,RENT,9.45454545,1,1,2.70693587,1
H01081,ST07,P13,D14,NORTH,1,RENT,9.45454545,1,1,2.39737289,1
H01084,ST07,P14,D14,NORTH,1,RENT,9.45454545,1,1,2.67600627,1
H01104,ST07,P14,D14,NORTH,0,OWN,5.09090909,1,1,1.43480417,1
H01111,ST07,P13,D14,NORTH,0,OWN,5.09090909,1,1,1.83955285,1
H01113,ST07,P13,D14,NORTH,0,RENT,5.09090909,1,1,1.66766413,1
H01124,ST08,P16,D15,NORTH,1,RENT,9.45454545,1,1,2.68242752,1
H01132,ST08,P16,D15,NORTH,1,OWN,9.45454545,1,1,2.37937486,1
H01141,ST08,P15,D15,NORTH,1,RENT,9.45454545,1,1,2.62907883,1
H01142,ST08,P16,D15,NORTH,1,RENT,9.45454545,1,1,2.53529053,1
H01145,ST08,P15,D15,NORTH,0,OWN,5.09090909,1,1,1.36161988,1
H01152,ST08,P16,D15,NORTH,0,OWN,5.09090909,1,1,1.66448994,1
H01161,ST08,P15,D15,NORTH,0,OWN,5.09090909,1,1,1.71067682,1
H01163,ST08,P15,D15,NORTH,0,OWN,5.09090909,1,1,1.49124119,1
H01168,ST08,P16,D15,NORTH,0,OWN,5.09090909,1,1,1.42903231,1
H01187,ST08,P15,D15,NORTH,0,RENT,5.09090909,1,1,1.49840313,1
H01193,ST08,P15,D15,NORTH,0,OWN,5.09090909,1,1,1.25875993,1
H01196,ST08,P16,D15,NORTH,0,OWN,5.09090909,1,1,1.40856173,1
H01202,ST08,P16,D16,NORTH,1,RENT,9.45454545,1,1,2.92891469,1
H01206,ST08,P16,D16,NORTH,1,RENT,9.45454545,1,1,2.12424144,1
H01207,ST08,P15,D16,NORTH,1,RENT,9.45454545,1,1,2.21577735,1
H01212,ST08,P16,D16,NORTH,1,RENT,9.45454545,1,1,2.46609272,1
H01223,ST08,P15,D16,NORTH,1,OWN,9.45454545,1,1,2.84653334,1
H01230,ST08,P16,D16,NORTH,0,OWN,5.09090909,1,1,1.93254310,1
H01232,ST08,P16,D16,NORTH,0,RENT,5.09090909,1,1,2.26025266,1
H01235,ST08,P15,D16,NORTH,0,RENT,5.09090909,1,1,2.21405641,1
H01253,ST08,P15,D16,NORTH,0,OWN,5.09090909,1,1,1.36152275,1
H01277,ST08,P15,D16,NORTH,0,RENT,5.09090909,1,1,2.24953325,1
H01285,ST09,P17,D17,SOUTH,1,OWN,9.45454545,1,1,3.09792087,1
H01289,ST09,P17,D17,SOUTH,1,OWN,9.45454545,1,1,2.72755352,1
H01295,ST09,P17,D17,SOUTH,1,OWN,9.45454545,1,1,2.79667563,1
H01298,ST09,P18,D17,SOUTH,1,OWN,9.45454545,1,1,2.67951788,1
H01304,ST09,P18,D17,SOUTH,1,OWN,9.45454545,1,1,2.92149903,1
H01342,ST09,P18,D17,SOUTH,0,OWN,5.09090909,1,1,2.12711934,1
H01354,ST09,P18,D17,SOUTH,0,RENT,5.09090909,1,1,2.52050587,1
H01356,ST09,P18,D17,SOUTH,0,OWN,5.09090909,1,1,1.76323184,1
H01366,ST09,P18,D18,SOUTH,1,RENT,9.45454545,1,1,2.67147679,1
H01367,ST09,P17,D18,SOUTH,1,OWN,9.45454545,1,1,3.06417645,1
H01372,ST09,P18,D18,SOUTH,1,OWN,9.45454545,1,1,2.49740408,1
H01375,ST09,P17,D18,SOUTH,1,RENT,9.45454545,1,1,3.08400491,1
H01379,ST09,P17,D18,SOUTH,1,RENT,9.45454545,1,1,2.99403613,1
H01390,ST09,P18,D18,SOUTH,0,OWN,5.09090909,1,1,2.01608897,1
H01396,ST09,P18,D18,SOUTH,0,OWN,5.09090909,1,1,2.40470220,1
H01397,ST09,P17,D18,SOUTH,0,OWN,5.09090909,1,1,2.00908171,1
H01406,ST09,P18,D18,SOUTH,0,OWN,5.09090909,1,1,1.97261854,1
H01411,ST09,P17,D18,SOUTH,0,RENT,5.09090909,1,1,1.97599662,1
H01413,ST09,P17,D18,SOUTH,0,RENT,5.09090909,1,1,2.84008603,1
H01419,ST09,P17,D18,SOUTH,0,RENT,5.09090909,1,1,2.05077149,1
H01421,ST09,P17,D18,SOUTH,0,RENT,5.09090909,1,1,2.58952521,1
H01422,ST09,P18,D18,SOUTH,0,OWN,5.09090909,1,1,2.29206308,1
H01454,ST10,P20,D19,SOUTH,1,OWN,9.45454545,1,1,2.76760956,1
H01464,ST10,P20,D19,SOUTH,1,RENT,9.45454545,1,1,3.25414513,1
H01467,ST10,P19,D19,SOUTH,1,OWN,9.45454545,1,1,3.31450961,1
H01468,ST10,P20,D19,SOUTH,1,OWN,9.45454545,1,1,2.77058357,1
H01473,ST10,P19,D19,SOUTH,1,RENT,9.45454545,1,1,3.26817789,1
H01481,ST10,P19,D19,SOUTH,0,OWN,5.09090909,1,1,2.40400684,1
H01493,ST10,P19,D19,SOUTH,0,RENT,5.09090909,1,1,2.59752078,1
H01494,ST10,P20,D19,SOUTH,0,OWN,5.09090909,1,1,2.19820803,1
H01502,ST10,P20,D19,SOUTH,0,OWN,5.09090909,1,1,1.48180049,1
H01509,ST10,P19,D19,SOUTH,0,OWN,5.09090909,1,1,1.73430322,1
H01512,ST10,P20,D19,SOUTH,0,OWN,5.09090909,1,1,2.02877509,1
H01519,ST10,P19,D19,SOUTH,0,OWN,5.09090909,1,1,2.30081432,1
H01526,ST10,P20,D20,SOUTH,1,OWN,9.45454545,1,1,3.10738088,1
H01528,ST10,P20,D20,SOUTH,1,RENT,9.45454545,1,1,3.31044023,1
H01535,ST10,P19,D20,SOUTH,1,RENT,9.45454545,1,1,2.99309686,1
H01549,ST10,P19,D20,SOUTH,1,OWN,9.45454545,1,1,2.92060328,1
H01554,ST10,P20,D20,SOUTH,1,RENT,9.45454545,1,1,3.20264883,1
H01564,ST10,P20,D20,SOUTH,0,OWN,5.09090909,1,1,1.56063928,1
H01573,ST10,P19,D20,SOUTH,0,OWN,5.09090909,1,1,2.13751423,1
H01574,ST10,P20,D20,SOUTH,0,OWN,5.09090909,1,1,2.36162470,1
H01583,ST10,P19,D20,SOUTH,0,OWN,5.09090909,1,1,1.99591788,1
H01589,ST10,P19,D20,SOUTH,0,OWN,5.09090909,1,1,1.71479174,1
H01606,ST11,P22,D21,SOUTH,1,RENT,9.45454545,1,1,3.42708629,1
H01610,ST11,P22,D21,SOUTH,1,OWN,9.45454545,1,1,2.73632702,1
H01630,ST11,P22,D21,SOUTH,1,OWN,9.45454545,1,1,2.94260845,1
H01635,ST11,P21,D21,SOUTH,1,OWN,9.45454545,1,1,2.92413484,1
H01636,ST11,P22,D21,SOUTH,1,OWN,9.45454545,1,1,2.96245965,1
H01646,ST11,P22,D21,SOUTH,1,OWN,9.45454545,1,1,2.99565093,1
H01652,ST11,P22,D21,SOUTH,0,OWN,5.09090909,1,1,2.08258866,1
H01657,ST11,P21,D21,SOUTH,0,RENT,5.09090909,1,1,2.19816509,1
H01664,ST11,P22,D21,SOUTH,0,RENT,5.09090909,1,1,2.38096999,1
H01684,ST11,P22,D22,SOUTH,1,OWN,9.45454545,1,1,2.63992132,1
H01689,ST11,P21,D22,SOUTH,1,OWN,9.45454545,1,1,2.63127515,1
H01692,ST11,P22,D22,SOUTH,1,RENT,9.45454545,1,1,3.05897695,1
H01693,ST11,P21,D22,SOUTH,1,RENT,9.45454545,1,1,2.86447674,1
H01707,ST11,P21,D22,SOUTH,1,OWN,9.45454545,1,1,2.64874550,1
H01709,ST11,P21,D22,SOUTH,1,RENT,9.45454545,1,1,3.06925247,1
H01725,ST11,P21,D22,SOUTH,1,OWN,9.45454545,1,1,2.81442281,1
H01727,ST11,P21,D22,SOUTH,1,OWN,9.45454545,1,1,2.90493503,1
H01734,ST11,P22,D22,SOUTH,0,RENT,5.09090909,1,1,2.08492918,1
H01741,ST11,P21,D22,SOUTH,0,RENT,5.09090909,1,1,2.24940424,1
H01748,ST11,P22,D22,SOUTH,0,RENT,5.09090909,1,1,2.18519338,1
H01755,ST11,P21,D22,SOUTH,0,RENT,5.09090909,1,1,2.16637260,1
H01759,ST11,P21,D22,SOUTH,0,OWN,5.09090909,1,1,2.16606452,1
H01763,ST12,P23,D23,SOUTH,1,OWN,9.45454545,1,1,3.35308734,1
H01766,ST12,P24,D23,SOUTH,1,RENT,9.45454545,1,1,2.81734370,1
H01770,ST12,P24,D23,SOUTH,1,OWN,9.45454545,1,1,2.88537976,1
H01774,ST12,P24,D23,SOUTH,1,RENT,9.45454545,1,1,3.68860751,1
H01777,ST12,P23,D23,SOUTH,1,OWN,9.45454545,1,1,3.13800774,1
H01778,ST12,P24,D23,SOUTH,1,RENT,9.45454545,1,1,2.74028672,1
H01785,ST12,P23,D23,SOUTH,0,OWN,5.09090909,1,1,2.18926424,1
H01788,ST12,P24,D23,SOUTH,0,OWN,5.09090909,1,1,2.29038649,1
H01802,ST12,P24,D23,SOUTH,0,OWN,5.09090909,1,1,2.18149747,1
H01818,ST12,P24,D23,SOUTH,0,RENT,5.09090909,1,1,2.18176854,1
H01825,ST12,P23,D23,SOUTH,0,RENT,5.09090909,1,1,2.68235903,1
H01827,ST12,P23,D23,SOUTH,0,RENT,5.09090909,1,1,2.67266695,1
H01842,ST12,P24,D24,SOUTH,1,OWN,9.45454545,1,1,2.57848224,1
H01855,ST12,P23,D24,SOUTH,1,OWN,9.45454545,1,1,2.63421461,1
H01856,ST12,P24,D24,SOUTH,1,OWN,9.45454545,1,1,3.14573099,1
H01858,ST12,P24,D24,SOUTH,1,RENT,9.45454545,1,1,2.87826346,1
H01865,ST12,P23,D24,SOUTH,0,RENT,5.09090909,1,1,2.45267267,1
H01871,ST12,P23,D24,SOUTH,0,OWN,5.09090909,1,1,1.89424496,1
H01873,ST12,P23,D24,SOUTH,0,RENT,5.09090909,1,1,2.31487540,1
H01891,ST12,P23,D24,SOUTH,0,OWN,5.09090909,1,1,2.30915790,1
H01900,ST12,P24,D24,SOUTH,0,OWN,5.09090909,1,1,2.00073885,1
H01915,ST12,P23,D24,SOUTH,0,OWN,5.09090909,1,1,2.33837188,1
H01929,ST13,P25,D25,WEST,1,RENT,9.45454545,1,1,3.43407608,1
H01932,ST13,P26,D25,WEST,1,OWN,9.45454545,1,1,3.33552883,1
H01947,ST13,P25,D25,WEST,0,RENT,5.09090909,1,1,3.10339623,1
H01962,ST13,P26,D25,WEST,0,RENT,5.09090909,1,1,2.84417308,1
H01971,ST13,P25,D25,WEST,0,RENT,5.09090909,1,1,2.55187091,1
H01973,ST13,P25,D25,WEST,0,OWN,5.09090909,1,1,2.16972496,1
H01976,ST13,P26,D25,WEST,0,RENT,5.09090909,1,1,2.95364884,1
H01980,ST13,P26,D25,WEST,0,OWN,5.09090909,1,1,2.62290537,1
H01984,ST13,P26,D25,WEST,0,OWN,5.09090909,1,1,2.62109331,1
H01988,ST13,P26,D25,WEST,0,RENT,5.09090909,1,1,2.78425643,1
H02019,ST13,P25,D26,WEST,1,OWN,9.45454545,1,1,3.28735500,1
H02030,ST13,P26,D26,WEST,0,RENT,5.09090909,1,1,2.43729717,1
H02033,ST13,P25,D26,WEST,0,OWN,5.09090909,1,1,2.91647297,1
H02034,ST13,P26,D26,WEST,0,OWN,5.09090909,1,1,2.43678927,1
H02038,ST13,P26,D26,WEST,0,RENT,5.09090909,1,1,2.68495730,1
H02039,ST13,P25,D26,WEST,0,OWN,5.09090909,1,1,2.45763488,1
H02041,ST13,P25,D26,WEST,0,OWN,5.09090909,1,1,2.55010874,1
H02044,ST13,P26,D26,WEST,0,OWN,5.09090909,1,1,2.65782114,1
H02045,ST13,P25,D26,WEST,0,RENT,5.09090909,1,1,2.74293048,1
H02055,ST13,P25,D26,WEST,0,OWN,5.09090909,1,1,2.61155704,1
H02057,ST13,P25,D26,WEST,0,OWN,5.09090909,1,1,2.39797556,1
H02066,ST13,P26,D26,WEST,0,OWN,5.09090909,1,1,2.33470710,1
H02097,ST14,P27,D27,WEST,1,RENT,9.45454545,1,1,3.33048706,1
H02106,ST14,P28,D27,WEST,1,RENT,9.45454545,1,1,4.16145512,1
H02128,ST14,P28,D27,WEST,0,RENT,5.09090909,1,1,2.57132810,1
H02130,ST14,P28,D27,WEST,0,OWN,5.09090909,1,1,2.62895508,1
H02142,ST14,P28,D27,WEST,0,RENT,5.09090909,1,1,3.01338100,1
H02143,ST14,P27,D27,WEST,0,OWN,5.09090909,1,1,2.37836401,1
H02147,ST14,P27,D27,WEST,0,RENT,5.09090909,1,1,2.59715747,1
H02154,ST14,P28,D27,WEST,0,RENT,5.09090909,1,1,3.08770538,1
H02157,ST14,P27,D27,WEST,0,RENT,5.09090909,1,1,2.67072136,1
H02162,ST14,P28,D28,WEST,1,OWN,9.45454545,1,1,3.04402840,1
H02163,ST14,P27,D28,WEST,1,RENT,9.45454545,1,1,3.63245223,1
H02167,ST14,P27,D28,WEST,1,RENT,9.45454545,1,1,3.76522826,1
H02177,ST14,P27,D28,WEST,1,RENT,9.45454545,1,1,3.41069319,1
H02183,ST14,P27,D28,WEST,1,RENT,9.45454545,1,1,3.83511761,1
H02188,ST14,P28,D28,WEST,1,OWN,9.45454545,1,1,3.74895151,1
H02200,ST14,P28,D28,WEST,0,OWN,5.09090909,1,1,2.53122480,1
H02201,ST14,P27,D28,WEST,0,RENT,5.09090909,1,1,2.43733507,1
H02208,ST14,P28,D28,WEST,0,RENT,5.09090909,1,1,2.43141470,1
H02217,ST14,P27,D28,WEST,0,RENT,5.09090909,1,1,2.64941003,1
H02224,ST14,P28,D28,WEST,0,RENT,5.09090909,1,1,2.98878021,1
H02230,ST14,P28,D28,WEST,0,OWN,5.09090909,1,1,2.25346773,1
H02239,ST14,P27,D28,WEST,0,RENT,5.09090909,1,1,2.70965848,1
H02243,ST15,P29,D29,WEST,1,OWN,9.45454545,1,1,2.95320558,1
H02249,ST15,P29,D29,WEST,1,OWN,9.45454545,1,1,3.08853037,1
H02257,ST15,P29,D29,WEST,1,OWN,9.45454545,1,1,3.33349744,1
H02259,ST15,P29,D29,WEST,1,OWN,9.45454545,1,1,3.01157080,1
H02273,ST15,P29,D29,WEST,1,RENT,9.45454545,1,1,3.60474772,1
H02281,ST15,P29,D29,WEST,1,OWN,9.45454545,1,1,3.03227272,1
H02284,ST15,P30,D29,WEST,1,OWN,9.45454545,1,1,2.89792155,1
H02289,ST15,P29,D29,WEST,0,RENT,5.09090909,1,1,2.49575397,1
H02311,ST15,P29,D29,WEST,0,RENT,5.09090909,1,1,2.67573029,1
H02318,ST15,P30,D29,WEST,0,RENT,5.09090909,1,1,2.51417961,1
H02332,ST15,P30,D30,WEST,1,RENT,9.45454545,1,1,3.28049205,1
H02338,ST15,P30,D30,WEST,1,RENT,9.45454545,1,1,3.86825716,1
H02354,ST15,P30,D30,WEST,1,RENT,9.45454545,1,1,3.36958985,1
H02360,ST15,P30,D30,WEST,1,RENT,9.45454545,1,1,3.36140445,1
H02361,ST15,P29,D30,WEST,1,RENT,9.45454545,1,1,3.42765526,1
H02362,ST15,P30,D30,WEST,1,OWN,9.45454545,1,1,3.49406603,1
