hh_id,responded,phase2,y,tenure,interview_domain
H01134,1,1,2.28628410,OWN,D15
H01137,1,1,2.58836975,RENT,D15
H01148,1,1,1.73029220,RENT,D15
H01158,1,1,1.52686553,OWN,D15
H01159,1,1,2.14993504,RENT,D15
H01161,1,1,1.71067682,OWN,D15
H01162,1,1,1.61661349,OWN,D15
H01165,1,1,1.74139914,OWN,D15
H01173,1,1,1.58421284,RENT,D15
H01182,1,1,1.92298244,RENT,D15
H01184,1,1,1.45444729,OWN,D15
H01196,1,1,1.40856173,OWN,D15
H01209,1,1,2.26534979,OWN,D16
H01220,1,1,2.85064275,RENT,D16
H01241,1,1,0.97367600,OWN,D16
H01264,1,1,1.80694511,RENT,D16
H01269,1,1,1.74461126,RENT,D16
H01278,1,1,1.21455659,OWN,D16
H01279,1,1,1.93179639,RENT,D16
H01286,1,1,2.49653776,OWN,D17
H01300,1,1,2.92415979,RENT,D17
H01307,1,1,2.14930676,RENT,D17
H01316,1,1,2.25106721,RENT,D17
H01321,1,1,2.09759415,RENT,D17
H01334,1,1,1.57162484,OWN,D17
H01343,1,1,2.00957227,OWN,D17
H01350,1,1,1.55713661,OWN,D17
H01355,1,1,2.12733805,RENT,D17
H01356,1,1,1.76323184,OWN,D17
H01359,1,1,1.70027842,OWN,D17
H01364,1,1,2.91289036,RENT,D18
H01387,1,1,1.77137779,OWN,D18
H01388,1,1,2.25580057,RENT,D18
H01391,1,1,2.36185588,RENT,D18
H01407,1,1,2.27288697,RENT,D18
H01418,1,1,2.04357487,OWN,D18
H01419,1,1,2.05077149,RENT,D18
H01431,1,1,2.61170249,OWN,D18
H01432,1,1,2.14331851,RENT,D18
H01447,1,1,3.06808932,RENT,D19
H01453,1,1,3.31419938,OWN,D19
H01460,1,1,2.54101508,OWN,D19
H01481,1,1,2.40400684,OWN,D19
H01495,1,1,1.63205475,OWN,D19
H01501,1,1,1.57540953,OWN,D19
H01502,1,1,1.48180049,OWN,D19
H01506,1,1,2.33089639,RENT,D19
H01511,1,1,2.57310117,RENT,D19
H01522,1,1,2.89839076,RENT,D20
H01528,1,1,3.31044023,RENT,D20
H01537,1,1,2.40397459,OWN,D20
H01550,1,1,2.88359148,OWN,D20
H01553,1,1,2.35196430,OWN,D20
H01554,1,1,3.20264883,RENT,D20
H01567,1,1,2.27781251,RENT,D20
H01572,1,1,2.09636067,OWN,D20
H01584,1,1,2.12142508,RENT,D20
H01592,1,1,2.06633876,OWN,D20
H01593,1,1,1.90369190,RENT,D20
H01602,1,1,2.87723006,RENT,D21
H01621,1,1,2.77195425,OWN,D21
H01623,1,1,3.31483736,RENT,D21
H01639,1,1,2.52095783,OWN,D21
H01642,1,1,3.31130252,RENT,D21
H01666,1,1,2.06664606,RENT,D21
H01672,1,1,2.06260959,RENT,D21
H01683,1,1,3.05193396,RENT,D22
H01717,1,1,2.56665537,OWN,D22
H01722,1,1,2.71430107,OWN,D22
H01723,1,1,3.14091891,RENT,D22
H01724,1,1,2.93490348,RENT,D22
H01729,1,1,1.84977630,OWN,D22
H01734,1,1,2.08492918,RENT,D22
H01738,1,1,1.77356789,RENT,D22
H01743,1,1,2.40376184,OWN,D22
H01744,1,1,2.20683035,OWN,D22
H01747,1,1,2.22145516,OWN,D22
H01750,1,1,2.60875898,RENT,D22
H01757,1,1,2.11460500,RENT,D22
H01762,1,1,3.17869056,OWN,D23
H01774,1,1,3.68860751,RENT,D23
H01792,1,1,1.90725727,OWN,D23
H01799,1,1,2.50052821,RENT,D23
H01809,1,1,1.98997650,RENT,D23
H01812,1,1,2.58714487,RENT,D23
H01815,1,1,1.72158221,OWN,D23
H01825,1,1,2.68235903,RENT,D23
H01829,1,1,1.82859797,OWN,D23
H01843,1,1,3.15463679,RENT,D24
H01844,1,1,2.90738372,RENT,D24
H01845,1,1,2.74991177,OWN,D24
H01868,1,1,2.40723337,OWN,D24
H01872,1,1,2.29810733,OWN,D24
H01880,1,1,2.10602279,OWN,D24
H01895,1,1,2.09067130,OWN,D24
H01907,1,1,1.88370037,OWN,D24
H01908,1,1,1.71989280,OWN,D24
H01909,1,1,2.42519066,RENT,D24
H01916,1,1,1.87238876,OWN,D24
H01943,1,1,2.38101553,OWN,D25
H01948,1,1,2.26829406,OWN,D25
H01951,1,1,3.18922685,RENT,D25
H01953,1,1,2.70679035,OWN,D25
H01954,1,1,2.40528764,OWN,D25
H01962,1,1,2.84417308,RENT,D25
H01963,1,1,2.07010896,OWN,D25
H01967,1,1,2.19826104,OWN,D25
H01976,1,1,2.95364884,RENT,D25
H02000,1,1,2.77600708,RENT,D25
H02011,1,1,3.02396492,OWN,D26
H02026,1,1,2.58296281,RENT,D26
H02032,1,1,2.81878954,RENT,D26
H02057,1,1,2.39797556,OWN,D26
H02059,1,1,2.68212632,OWN,D26
H02067,1,1,1.84469255,OWN,D26
H02070,1,1,2.44040482,OWN,D26
H02071,1,1,2.42838942,OWN,D26
H02074,1,1,2.59340923,RENT,D26
H02080,1,1,2.71586565,RENT,D26
H02090,1,1,3.16866177,OWN,D27
H02091,1,1,3.28391223,RENT,D27
H02103,1,1,3.39880392,RENT,D27
H02117,1,1,2.51263080,OWN,D27
H02119,1,1,2.81293975,RENT,D27
H02122,1,1,2.65126877,OWN,D27
H02124,1,1,2.79905136,RENT,D27
H02140,1,1,2.90620179,RENT,D27
H02159,1,1,2.51249467,RENT,D27
H02164,1,1,4.01550261,RENT,D28
H02166,1,1,3.13844693,OWN,D28
H02184,1,1,3.38498090,OWN,D28
H02185,1,1,3.24356903,OWN,D28
H02189,1,1,4.02997106,RENT,D28
H02192,1,1,3.03953646,OWN,D28
H02198,1,1,2.18847182,RENT,D28
H02199,1,1,2.65430908,OWN,D28
H02209,1,1,2.50770722,RENT,D28
H02229,1,1,2.22314652,OWN,D28
H02238,1,1,2.38366112,OWN,D28
H02252,1,1,2.87447088,OWN,D29
H02255,1,1,3.93410092,RENT,D29
H02257,1,1,3.33349744,OWN,D29
H02261,1,1,3.14475976,OWN,D29
H02262,1,1,3.10799526,OWN,D29
H02274,1,1,3.21588920,RENT,D29
H02284,1,1,2.89792155,OWN,D29
H02287,1,1,2.59171255,OWN,D29
H02289,1,1,2.49575397,RENT,D29
H02306,1,1,2.34742598,RENT,D29
H02309,1,1,2.67292748,OWN,D29
H02320,1,1,2.44548853,OWN,D29
H02327,1,1,4.18899534,RENT,D30
H02338,1,1,3.86825716,RENT,D30
H02344,1,1,2.67751094,OWN,D30
H02351,1,1,3.48676023,RENT,D30
H02358,1,1,3.36857011,RENT,D30
H02359,1,1,3.39041292,OWN,D30
H02361,1,1,3.42765526,RENT,D30
H02364,1,1,3.89445801,RENT,D30
H02418,1,1,3.51568203,OWN,D31
H02419,1,1,3.23475271,OWN,D31
H02428,1,1,2.52887770,RENT,D31
H02434,1,1,2.65821112,RENT,D31
H02444,1,1,2.06219320,OWN,D31
H02447,1,1,2.77931526,OWN,D31
H02462,1,1,2.58988102,OWN,D31
H02463,1,1,2.54495886,RENT,D31
H02464,1,1,3.11379153,RENT,D31
H02471,1,1,2.23121418,OWN,D31
H02472,1,1,2.53972785,OWN,D31
H02478,1,1,2.17922653,OWN,D31
H02481,1,1,3.50800326,RENT,D32
H02494,1,1,3.01760453,RENT,D32
H02499,1,1,3.40760006,OWN,D32
H02512,1,1,2.51991099,OWN,D32
H02513,1,1,2.33368417,OWN,D32
H02527,1,1,2.67746928,OWN,D32
H02537,1,1,2.03683272,OWN,D32
H02559,1,1,2.56916503,OWN,D32
