hh_id,responded,phase2,y,tenure,assigned,interview_domain
H02076,1,1,2.54459278,OWN,0,D26
H02082,1,1,3.59503127,RENT,1,D27
H02085,1,1,3.06820970,OWN,1,D27
H02087,1,1,3.09713392,OWN,1,D27
H02092,1,1,3.35351271,OWN,0,D27
H02096,1,1,3.49207302,RENT,1,D27
H02097,1,1,3.33048706,RENT,1,D27
H02103,1,1,3.39880392,RENT,1,D27
H02120,1,1,2.30827290,OWN,1,D27
H02124,1,1,2.79905136,RENT,1,D27
H02144,1,1,3.07173472,RENT,1,D27
H02151,1,1,2.26771879,RENT,0,D27
H02154,1,1,3.08770538,RENT,1,D27
H02166,1,1,3.13844693,OWN,1,D28
H02167,1,1,3.76522826,RENT,1,D28
H02171,1,1,3.07354927,OWN,0,D28
H02172,1,1,3.85436964,RENT,0,D28
H02177,1,1,3.41069319,RENT,1,D28
H02178,1,1,3.48625270,OWN,1,D28
H02180,1,1,3.64012166,RENT,1,D28
H02183,1,1,3.83511761,RENT,1,D28
H02213,1,1,3.02236409,RENT,0,D28
H02233,1,1,2.42687373,OWN,1,D28
H02237,1,1,2.10109129,OWN,0,D28
H02240,1,1,3.05405048,RENT,0,D28
H02243,1,1,2.95320558,OWN,0,D29
H02244,1,1,3.65736222,RENT,1,D29
H02251,1,1,4.19150969,RENT,0,D29
H02269,1,1,3.28137538,OWN,0,D29
H02273,1,1,3.60474772,RENT,1,D29
H02278,1,1,3.81521085,RENT,1,D29
H02287,1,1,2.59171255,OWN,0,D29
H02291,1,1,2.53080821,RENT,0,D29
H02294,1,1,2.62853748,OWN,1,D29
H02296,1,1,2.78715501,RENT,0,D29
H02297,1,1,2.13974731,OWN,0,D29
H02306,1,1,2.34742598,RENT,0,D29
H02322,1,1,2.97988752,OWN,0,D30
H02334,1,1,3.35712010,OWN,1,D30
H02345,1,1,2.72669576,OWN,1,D30
H02348,1,1,3.49600551,RENT,1,D30
H02354,1,1,3.36958985,RENT,1,D30
H02359,1,1,3.39041292,OWN,1,D30
H02361,1,1,3.42765526,RENT,1,D30
H02366,1,1,2.25633563,OWN,0,D30
H02369,1,1,2.23162018,OWN,0,D30
H02372,1,1,2.72117085,OWN,0,D30
H02385,1,1,2.09785513,OWN,1,D30
H02400,1,1,2.37594748,OWN,0,D30
H02406,1,1,2.89528771,OWN,1,D31
H02410,1,1,3.69040704,OWN,1,D31
H02422,1,1,2.70095533,RENT,0,D31
H02435,1,1,2.81425750,RENT,0,D31
H02439,1,1,2.26537759,OWN,0,D31
H02445,1,1,2.14941357,OWN,1,D31
H02461,1,1,2.24395837,OWN,0,D31
H02483,1,1,3.58501101,OWN,1,D32
H02484,1,1,2.93821676,OWN,1,D32
H02486,1,1,3.35177528,OWN,1,D32
H02498,1,1,3.25981435,OWN,1,D32
H02501,1,1,2.56099123,RENT,0,D32
H02504,1,1,2.47089376,OWN,0,D32
H02505,1,1,2.36691135,RENT,1,D32
H02512,1,1,2.51991099,OWN,0,D32
H02516,1,1,2.03699957,OWN,0,D32
H02517,1,1,2.36125363,OWN,0,D32
H02523,1,1,2.39284076,RENT,1,D32
H02535,1,1,2.97020781,RENT,0,D32
H02540,1,1,2.39057973,RENT,0,D32
H02543,1,1,2.11475110,OWN,0,D32
H02547,1,1,2.54427459,RENT,0,D32
H02548,1,1,2.26557234,OWN,0,D32
H02558,1,1,3.02266489,RENT,1,D32
