hh_id,responded,phase2,y,tenure,assigned,interview_domain
H00669,1,1,1.37780853,OWN,0,D09
H00684,1,1,1.93615204,RENT,0,D09
H00696,1,1,1.96618199,OWN,0,D09
H00707,1,1,1.80045922,RENT,0,D09
H00708,1,1,2.10745773,RENT,0,D09
H00718,1,1,1.63021249,RENT,0,D09
H00721,1,1,2.42643609,OWN,0,D10
H00725,1,1,2.46083827,OWN,0,D10
H00730,1,1,2.31878456,RENT,1,D10
H00739,1,1,2.59729649,RENT,1,D10
H00744,1,1,2.05194758,OWN,0,D10
H00758,1,1,1.37813191,OWN,1,D10
H00759,1,1,1.83358154,OWN,0,D10
H00772,1,1,1.80529331,RENT,0,D10
H00774,1,1,1.93064987,RENT,0,D10
H00775,1,1,1.54447190,OWN,0,D10
H00779,1,1,1.37318944,OWN,1,D10
H00785,1,1,1.53118873,OWN,0,D10
H00801,1,1,2.28105920,RENT,1,D11
H00805,1,1,1.96892098,OWN,0,D11
H00815,1,1,2.27492435,OWN,1,D11
H00816,1,1,2.08259374,OWN,1,D11
H00838,1,1,1.66737497,RENT,1,D11
H00840,1,1,1.06715668,OWN,0,D11
H00857,1,1,1.82983124,OWN,0,D11
H00875,1,1,1.58586065,OWN,0,D11
H00890,1,1,1.83603884,OWN,0,D12
H00891,1,1,2.76274799,RENT,1,D12
H00898,1,1,3.07083302,RENT,1,D12
H00902,1,1,2.66801238,RENT,1,D12
H00907,1,1,2.34784998,OWN,1,D12
H00913,1,1,3.21327483,RENT,1,D12
H00925,1,1,1.51092543,OWN,1,D12
H00930,1,1,1.91590370,OWN,0,D12
H00942,1,1,1.93605329,OWN,0,D12
H00945,1,1,1.64374688,OWN,0,D12
H00946,1,1,1.47513245,OWN,0,D12
H00960,1,1,1.83111069,RENT,1,D12
H00967,1,1,2.66076158,OWN,0,D13
H00974,1,1,2.24648225,OWN,1,D13
H00991,1,1,2.32155464,RENT,1,D13
H00996,1,1,2.79636433,RENT,1,D13
H00997,1,1,2.63351856,RENT,0,D13
H01016,1,1,1.61167712,RENT,0,D13
H01022,1,1,1.69216946,OWN,0,D13
H01026,1,1,2.17819741,RENT,1,D13
H01035,1,1,1.94390375,RENT,1,D13
H01042,1,1,2.21448785,OWN,1,D14
H01044,1,1,2.26924684,OWN,0,D14
H01066,1,1,2.54093646,RENT,1,D14
H01072,1,1,2.61879261,RENT,1,D14
H01075,1,1,2.75932077,RENT,1,D14
H01091,1,1,1.36704845,OWN,0,D14
H01095,1,1,1.86129581,OWN,0,D14
H01096,1,1,1.56770190,OWN,0,D14
H01101,1,1,1.42564925,OWN,0,D14
H01107,1,1,1.90905958,RENT,1,D14
H01109,1,1,1.79630943,RENT,1,D14
H01133,1,1,1.99277517,OWN,1,D15
H01140,1,1,2.73090668,OWN,1,D15
H01151,1,1,1.83199457,OWN,0,D15
H01158,1,1,1.52686553,OWN,0,D15
H01160,1,1,1.87776938,OWN,0,D15
H01166,1,1,1.91720281,RENT,0,D15
H01173,1,1,1.58421284,RENT,0,D15
H01179,1,1,2.45248178,RENT,0,D15
H01186,1,1,1.87666850,RENT,0,D15
H01194,1,1,1.52701772,OWN,0,D15
H01218,1,1,2.39394150,OWN,0,D16
H01221,1,1,2.81437291,RENT,1,D16
H01242,1,1,2.07437162,OWN,0,D16
H01244,1,1,1.98817521,OWN,0,D16
H01247,1,1,1.52403383,OWN,0,D16
H01251,1,1,1.38921624,RENT,0,D16
H01253,1,1,1.36152275,OWN,0,D16
H01265,1,1,2.36286074,RENT,1,D16
H01266,1,1,1.65823567,OWN,0,D16
H01277,1,1,2.24953325,RENT,0,D16
H01296,1,1,3.15673089,RENT,1,D17
H01299,1,1,3.08129958,RENT,0,D17
H01301,1,1,3.19939746,RENT,1,D17
H01302,1,1,2.68315613,OWN,1,D17
H01311,1,1,2.48457647,RENT,0,D17
H01346,1,1,2.58948889,OWN,1,D17
H01357,1,1,2.15108154,RENT,1,D17
H01369,1,1,3.05067129,OWN,0,D18
H01370,1,1,2.10026839,OWN,1,D18
H01373,1,1,2.81491303,OWN,1,D18
H01382,1,1,3.19149798,OWN,0,D18
H01384,1,1,2.74077518,OWN,1,D18
H01387,1,1,1.77137779,OWN,0,D18
H01394,1,1,2.42367505,OWN,0,D18
H01397,1,1,2.00908171,OWN,0,D18
H01398,1,1,1.51226218,OWN,0,D18
H01408,1,1,2.05016405,OWN,1,D18
H01413,1,1,2.84008603,RENT,0,D18
H01414,1,1,2.06273092,RENT,1,D18
H01427,1,1,2.13472388,OWN,0,D18
H01458,1,1,2.70395532,OWN,1,D19
H01461,1,1,2.75447432,OWN,1,D19
H01469,1,1,3.01625495,RENT,1,D19
H01473,1,1,3.26817789,RENT,1,D19
H01497,1,1,2.37310114,RENT,0,D19
H01504,1,1,1.95799611,OWN,1,D19
H01521,1,1,2.60206655,RENT,1,D20
H01522,1,1,2.89839076,RENT,1,D20
H01545,1,1,2.72819721,OWN,0,D20
H01547,1,1,2.86650695,OWN,1,D20
H01556,1,1,3.48712373,RENT,0,D20
H01558,1,1,1.95421447,RENT,1,D20
H01560,1,1,2.07068644,OWN,1,D20
H01565,1,1,1.90985419,OWN,0,D20
H01566,1,1,2.35871616,RENT,0,D20
H01578,1,1,2.52291554,RENT,1,D20
H01589,1,1,1.71479174,OWN,0,D20
H01595,1,1,2.06092115,OWN,0,D20
H01596,1,1,2.19071530,RENT,0,D20
H01600,1,1,2.61231737,RENT,0,D20
H01609,1,1,2.87331991,OWN,1,D21
H01624,1,1,2.99774638,RENT,1,D21
H01636,1,1,2.96245965,OWN,0,D21
H01641,1,1,2.77084845,RENT,1,D21
H01650,1,1,2.10197842,OWN,1,D21
H01657,1,1,2.19816509,RENT,0,D21
H01659,1,1,2.43066311,RENT,0,D21
H01674,1,1,2.04272552,OWN,0,D21
H01677,1,1,2.30970761,RENT,1,D21
H01682,1,1,2.73193204,OWN,1,D22
H01683,1,1,3.05193396,RENT,1,D22
H01688,1,1,3.15649922,RENT,1,D22
H01694,1,1,2.71681972,OWN,1,D22
H01711,1,1,2.85077344,OWN,1,D22
H01719,1,1,3.50654590,RENT,1,D22
H01720,1,1,2.93541128,RENT,0,D22
H01721,1,1,3.35985542,RENT,1,D22
H01724,1,1,2.93490348,RENT,0,D22
H01728,1,1,3.11485921,RENT,1,D22
H01729,1,1,1.84977630,OWN,0,D22
H01770,1,1,2.88537976,OWN,1,D23
H01775,1,1,2.86027461,OWN,1,D23
H01782,1,1,2.89411124,OWN,1,D23
H01790,1,1,2.27352744,OWN,0,D23
H01818,1,1,2.18176854,RENT,0,D23
H01820,1,1,1.64474313,OWN,0,D23
H01821,1,1,2.35112209,RENT,1,D23
H01824,1,1,2.48282768,RENT,0,D23
H01830,1,1,2.41901982,RENT,1,D23
H01841,1,1,2.99301812,RENT,1,D24
H01844,1,1,2.90738372,RENT,1,D24
H01846,1,1,2.97616080,RENT,1,D24
H01847,1,1,3.08835084,OWN,1,D24
H01859,1,1,3.21356669,OWN,1,D24
H01881,1,1,2.37694184,RENT,1,D24
H01896,1,1,1.95078104,RENT,0,D24
H01903,1,1,2.09619262,RENT,1,D24
H01915,1,1,2.33837188,OWN,0,D24
H01917,1,1,2.18706509,OWN,0,D24
H01919,1,1,2.37887218,OWN,0,D24
H01927,1,1,3.62344018,RENT,1,D25
H01932,1,1,3.33552883,OWN,1,D25
H01933,1,1,3.06158989,OWN,0,D25
H01935,1,1,3.36503101,OWN,1,D25
H01936,1,1,3.39616096,OWN,0,D25
H01948,1,1,2.26829406,OWN,1,D25
H01951,1,1,3.18922685,RENT,0,D25
H01956,1,1,2.85330813,RENT,0,D25
H01957,1,1,2.65277312,OWN,0,D25
H01965,1,1,1.99332933,OWN,1,D25
H01973,1,1,2.16972496,OWN,0,D25
H01994,1,1,2.18368423,OWN,1,D25
H02018,1,1,3.43099664,RENT,0,D26
H02036,1,1,2.66538587,OWN,0,D26
H02038,1,1,2.68495730,RENT,0,D26
H02046,1,1,2.72477724,RENT,0,D26
H02050,1,1,2.80755281,OWN,0,D26
H02057,1,1,2.39797556,OWN,0,D26
H02061,1,1,2.61502907,OWN,0,D26
H02065,1,1,2.36704055,OWN,1,D26
H02093,1,1,3.68528008,RENT,1,D27
H02098,1,1,3.09321340,OWN,1,D27
H02110,1,1,3.90912056,RENT,1,D27
H02115,1,1,1.85604014,OWN,0,D27
H02122,1,1,2.65126877,OWN,0,D27
H02123,1,1,2.49294990,OWN,0,D27
H02126,1,1,2.77167611,RENT,1,D27
H02127,1,1,2.34123734,OWN,0,D27
H02130,1,1,2.62895508,OWN,0,D27
H02131,1,1,2.03027210,OWN,0,D27
H02140,1,1,2.90620179,RENT,0,D27
H02142,1,1,3.01338100,RENT,0,D27
H02159,1,1,2.51249467,RENT,1,D27
H02165,1,1,3.51742674,OWN,1,D28
H02193,1,1,2.86752092,RENT,0,D28
H02196,1,1,2.26371693,RENT,0,D28
H02200,1,1,2.53122480,OWN,0,D28
H02208,1,1,2.43141470,RENT,0,D28
H02209,1,1,2.50770722,RENT,0,D28
H02211,1,1,2.69591837,OWN,1,D28
H02273,1,1,3.60474772,RENT,1,D29
H02274,1,1,3.21588920,RENT,1,D29
H02277,1,1,3.04488725,OWN,1,D29
H02284,1,1,2.89792155,OWN,1,D29
H02294,1,1,2.62853748,OWN,0,D29
H02301,1,1,2.54376404,RENT,1,D29
H02304,1,1,2.33797747,RENT,1,D29
H02314,1,1,2.62267111,RENT,0,D29
H02319,1,1,2.22695227,RENT,0,D29
H02320,1,1,2.44548853,OWN,1,D29
H02321,1,1,2.99629068,OWN,1,D30
H02336,1,1,3.42905423,RENT,1,D30
H02347,1,1,3.12567028,RENT,1,D30
H02350,1,1,3.69673916,OWN,1,D30
H02351,1,1,3.48676023,RENT,1,D30
H02355,1,1,3.87501064,RENT,1,D30
H02371,1,1,2.28988156,OWN,0,D30
H02379,1,1,1.99855991,OWN,1,D30
H02382,1,1,2.15562269,OWN,0,D30
H02398,1,1,2.06502278,OWN,0,D30
H02411,1,1,3.21773763,OWN,1,D31
H02412,1,1,2.92229594,OWN,1,D31
H02415,1,1,3.71318226,RENT,1,D31
H02432,1,1,2.13857890,OWN,0,D31
H02458,1,1,2.92783009,RENT,0,D31
H02464,1,1,3.11379153,RENT,0,D31
H02471,1,1,2.23121418,OWN,0,D31
H02472,1,1,2.53972785,OWN,0,D31
H02480,1,1,2.39508911,OWN,1,D31
H02489,1,1,3.36077166,RENT,0,D32
H02495,1,1,3.21876697,OWN,1,D32
H02499,1,1,3.40760006,OWN,0,D32
H02508,1,1,2.96641508,RENT,0,D32
H02509,1,1,2.07113821,OWN,0,D32
H02512,1,1,2.51991099,OWN,0,D32
H02517,1,1,2.36125363,OWN,0,D32
H02518,1,1,2.18953373,OWN,1,D32
H02525,1,1,2.55189683,OWN,0,D32
H02526,1,1,2.31830606,RENT,1,D32
H02527,1,1,2.67746928,OWN,0,D32
