hh_id,responded,phase2,y,tenure,interview_domain
H01726,1,0,,OWN,D22
H01727,1,0,,OWN,D22
H01731,1,1,1.85915224,OWN,D22
H01732,1,1,1.82117436,OWN,D22
H01734,1,0,,RENT,D22
H01737,1,1,2.25258490,OWN,D22
H01740,1,1,2.73891235,RENT,D22
H01743,1,0,,OWN,D22
H01750,1,1,2.60875898,RENT,D22
H01753,1,1,2.00515256,OWN,D22
H01759,1,0,,OWN,D22
H01762,1,0,,OWN,D23
H01784,1,1,2.95630652,RENT,D23
H01786,1,1,2.09665200,RENT,D23
H01788,1,0,,OWN,D23
H01794,1,0,,OWN,D23
H01803,1,0,,RENT,D23
H01804,1,0,,RENT,D23
H01807,1,0,,RENT,D23
H01811,1,1,1.87149008,OWN,D23
H01813,1,1,2.02516334,OWN,D23
H01814,1,0,,OWN,D23
H01816,1,1,2.19820346,OWN,D23
H01823,1,1,2.14060462,RENT,D23
H01830,1,1,2.41901982,RENT,D23
H01833,1,0,,OWN,D23
H01835,1,0,,OWN,D23
H01842,1,0,,OWN,D24
H01845,1,0,,OWN,D24
H01847,1,0,,OWN,D24
H01861,1,0,,OWN,D24
H01873,1,1,2.31487540,RENT,D24
H01879,1,1,2.29405034,OWN,D24
H01883,1,0,,OWN,D24
H01897,1,0,,RENT,D24
H01902,1,0,,RENT,D24
H01906,1,0,,OWN,D24
H01912,1,1,2.54607813,RENT,D24
H01914,1,0,,OWN,D24
H01926,1,0,,RENT,D25
H01929,1,0,,RENT,D25
H01935,1,1,3.36503101,OWN,D25
H01947,1,0,,RENT,D25
H01954,1,0,,OWN,D25
H01956,1,0,,RENT,D25
H01958,1,1,2.43591813,OWN,D25
H01959,1,1,2.72483696,RENT,D25
H01961,1,1,2.42282129,RENT,D25
H01962,1,1,2.84417308,RENT,D25
H01965,1,0,,OWN,D25
H01978,1,0,,OWN,D25
H01983,1,1,2.25459752,OWN,D25
H01987,1,1,2.91787979,OWN,D25
H02009,1,1,3.55177824,OWN,D26
H02018,1,0,,RENT,D26
H02020,1,0,,OWN,D26
H02026,1,0,,RENT,D26
H02028,1,0,,RENT,D26
H02039,1,0,,OWN,D26
H02048,1,0,,RENT,D26
H02052,1,0,,RENT,D26
H02055,1,0,,OWN,D26
H02059,1,0,,OWN,D26
H02062,1,1,2.59277600,RENT,D26
H02071,1,1,2.42838942,OWN,D26
H02073,1,1,2.20296103,RENT,D26
H02074,1,1,2.59340923,RENT,D26
H02083,1,1,3.23060055,RENT,D27
H02091,1,0,,RENT,D27
H02093,1,0,,RENT,D27
H02097,1,0,,RENT,D27
H02106,1,1,4.16145512,RENT,D27
H02108,1,0,,RENT,D27
H02119,1,1,2.81293975,RENT,D27
H02120,1,0,,OWN,D27
H02124,1,0,,RENT,D27
H02131,1,0,,OWN,D27
H02132,1,0,,OWN,D27
H02133,1,1,2.99248033,RENT,D27
H02139,1,0,,RENT,D27
H02141,1,1,2.88254973,RENT,D27
H02151,1,1,2.26771879,RENT,D27
H02153,1,1,2.58224053,RENT,D27
H02158,1,0,,RENT,D27
H02162,1,0,,OWN,D28
H02164,1,1,4.01550261,RENT,D28
H02167,1,0,,RENT,D28
H02178,1,1,3.48625270,OWN,D28
H02180,1,0,,RENT,D28
H02181,1,0,,OWN,D28
H02196,1,1,2.26371693,RENT,D28
H02198,1,1,2.18847182,RENT,D28
H02208,1,1,2.43141470,RENT,D28
H02209,1,1,2.50770722,RENT,D28
H02222,1,0,,RENT,D28
H02242,1,0,,RENT,D29
H02248,1,0,,OWN,D29
H02251,1,0,,RENT,D29
H02252,1,1,2.87447088,OWN,D29
H02257,1,1,3.33349744,OWN,D29
H02259,1,0,,OWN,D29
H02265,1,1,3.53712018,RENT,D29
H02270,1,0,,RENT,D29
H02273,1,0,,RENT,D29
H02274,1,1,3.21588920,RENT,D29
H02281,1,1,3.03227272,OWN,D29
H02294,1,1,2.62853748,OWN,D29
H02299,1,1,2.25786344,RENT,D29
H02302,1,1,1.91252878,OWN,D29
H02320,1,0,,OWN,D29
H02322,1,0,,OWN,D30
H02327,1,0,,RENT,D30
H02333,1,1,3.69453186,OWN,D30
H02337,1,0,,OWN,D30
H02351,1,0,,RENT,D30
H02354,1,0,,RENT,D30
H02361,1,1,3.42765526,RENT,D30
H02364,1,1,3.89445801,RENT,D30
H02368,1,1,1.95232020,OWN,D30
H02386,1,0,,OWN,D30
H02389,1,0,,RENT,D30
H02391,1,1,2.16261902,OWN,D30
H02396,1,1,2.67104946,RENT,D30
H02401,1,0,,RENT,D31
H02407,1,0,,OWN,D31
H02413,1,1,3.27271312,OWN,D31
H02419,1,0,,OWN,D31
H02422,1,0,,RENT,D31
H02433,1,0,,OWN,D31
H02445,1,1,2.14941357,OWN,D31
H02453,1,0,,RENT,D31
H02454,1,1,2.18843472,OWN,D31
H02456,1,1,2.60086917,RENT,D31
H02463,1,1,2.54495886,RENT,D31
H02468,1,0,,RENT,D31
H02476,1,1,2.32044648,OWN,D31
H02501,1,0,,RENT,D32
H02503,1,1,2.23782913,OWN,D32
H02506,1,0,,OWN,D32
H02513,1,0,,OWN,D32
H02514,1,0,,RENT,D32
H02518,1,1,2.18953373,OWN,D32
H02520,1,0,,RENT,D32
H02525,1,0,,OWN,D32
H02536,1,1,2.78917379,OWN,D32
H02538,1,1,2.37549947,RENT,D32
H02543,1,1,2.11475110,OWN,D32
H02544,1,0,,OWN,D32
H02546,1,1,2.31330557,RENT,D32
H02559,1,0,,OWN,D32
H02560,1,0,,OWN,D32
