hh_id,responded,phase2,y,tenure,interview_domain
H01660,1,0,,RENT,SOUTH
H01697,1,1,2.98360362,RENT,D22
H01715,1,1,3.21850274,RENT,D22
H01716,1,1,2.64230312,OWN,D22
H01726,1,1,2.64281617,OWN,D22
H01738,1,1,1.77356789,RENT,SOUTH
H01747,1,1,2.22145516,OWN,SOUTH
H01750,1,1,2.60875898,RENT,SOUTH
H01757,1,1,2.11460500,RENT,SOUTH
H01763,1,1,3.35308734,OWN,D23
H01776,1,1,2.99901093,OWN,D23
H01793,1,0,,OWN,SOUTH
H01807,1,1,1.65537967,RENT,SOUTH
H01826,1,0,,OWN,SOUTH
H01828,1,0,,OWN,SOUTH
H01846,1,0,,RENT,D24
H01865,1,1,,RENT,SOUTH
H01872,1,0,,OWN,SOUTH
H01885,1,1,,RENT,SOUTH
H01889,1,1,1.80721317,OWN,SOUTH
H01890,1,1,2.11973167,RENT,SOUTH
H01896,1,1,1.95078104,RENT,SOUTH
H01901,1,0,,OWN,SOUTH
H01915,1,1,2.33837188,OWN,SOUTH
H01926,1,1,3.18688146,RENT,D25
H01929,1,1,3.43407608,RENT,D25
H01931,1,1,3.29560800,OWN,D25
H01950,1,1,2.32181841,OWN,WEST
H01968,1,1,2.84424051,RENT,WEST
H01970,1,0,,RENT,WEST
H01982,1,1,2.73900951,RENT,WEST
H01988,1,1,2.78425643,RENT,WEST
H01995,1,1,2.42562119,OWN,WEST
H02009,1,1,3.55177824,OWN,D26
H02016,1,1,3.47211513,OWN,D26
H02047,1,1,2.88629873,OWN,WEST
H02087,1,1,3.09713392,OWN,D27
H02093,1,1,3.68528008,RENT,D27
H02112,1,1,,RENT,D27
H02116,1,0,,OWN,WEST
H02118,1,1,2.26427012,OWN,WEST
H02123,1,1,2.49294990,OWN,WEST
H02125,1,1,1.93895748,OWN,WEST
H02142,1,1,,RENT,WEST
H02161,1,0,,OWN,D28
H02188,1,1,3.74895151,OWN,D28
H02224,1,1,2.98878021,RENT,WEST
H02233,1,1,2.42687373,OWN,WEST
H02236,1,1,2.54386036,OWN,WEST
H02245,1,1,3.26714046,OWN,D29
H02248,1,1,2.99838447,OWN,D29
H02256,1,1,4.09856398,RENT,D29
H02259,1,0,,OWN,D29
H02281,1,0,,OWN,D29
H02301,1,0,,RENT,WEST
H02305,1,1,2.59254046,OWN,WEST
H02314,1,0,,RENT,WEST
H02323,1,1,2.99075902,OWN,D30
H02329,1,0,,OWN,D30
H02343,1,1,3.04511751,OWN,D30
H02370,1,1,2.88320990,RENT,WEST
H02396,1,0,,RENT,WEST
H02398,1,1,2.06502278,OWN,WEST
H02408,1,1,3.64148626,RENT,D31
H02417,1,0,,OWN,D31
H02420,1,1,3.09016522,OWN,D31
H02423,1,0,,OWN,WEST
H02428,1,1,2.52887770,RENT,WEST
H02435,1,1,2.81425750,RENT,WEST
H02445,1,1,2.14941357,OWN,WEST
H02451,1,1,2.92845361,RENT,WEST
H02452,1,1,2.06432923,OWN,WEST
H02454,1,0,,OWN,WEST
H02455,1,1,,RENT,WEST
H02458,1,0,,RENT,WEST
H02469,1,1,2.25694743,OWN,WEST
