hh_id,responded,phase2,y,tenure,assigned,interview_domain
H01578,1,0,,RENT,0,SOUTH
H01581,1,1,2.60988966,OWN,0,SOUTH
H01594,1,0,,RENT,1,SOUTH
H01596,1,0,,RENT,0,SOUTH
H01601,1,1,2.84100972,OWN,0,D21
H01652,1,0,,OWN,0,SOUTH
H01661,1,1,,RENT,1,SOUTH
H01665,1,0,,OWN,1,SOUTH
H01698,1,0,,OWN,1,D22
H01703,1,1,3.27862425,RENT,1,D22
H01721,1,0,,RENT,1,D22
H01727,1,1,2.90493503,OWN,0,D22
H01731,1,0,,OWN,0,SOUTH
H01754,1,1,1.86267688,OWN,0,SOUTH
H01781,1,1,3.39765913,OWN,1,D23
H01782,1,1,2.89411124,OWN,1,D23
H01789,1,1,2.45872868,OWN,0,SOUTH
H01801,1,1,,RENT,0,SOUTH
H01808,1,1,1.93899902,OWN,0,SOUTH
H01811,1,1,1.87149008,OWN,0,SOUTH
H01814,1,1,2.40486210,OWN,0,SOUTH
H01833,1,1,2.13481770,OWN,0,SOUTH
H01837,1,1,2.09189194,RENT,1,SOUTH
H01848,1,1,2.61058857,OWN,0,D24
H01850,1,1,,RENT,1,D24
H01854,1,0,,RENT,1,D24
H01868,1,1,2.40723337,OWN,0,SOUTH
H01869,1,1,2.03072115,OWN,0,SOUTH
H01912,1,0,,RENT,0,SOUTH
H01914,1,1,1.29636650,OWN,0,SOUTH
H01917,1,1,2.18706509,OWN,0,SOUTH
H01926,1,1,,RENT,1,D25
H01937,1,1,2.76654633,OWN,0,D25
H01938,1,0,,RENT,1,D25
H01943,1,1,2.38101553,OWN,0,WEST
H01944,1,0,,RENT,0,WEST
H01948,1,0,,OWN,1,WEST
H01953,1,1,2.70679035,OWN,0,WEST
H01954,1,1,2.40528764,OWN,0,WEST
H01956,1,0,,RENT,0,WEST
H01961,1,0,,RENT,1,WEST
H01974,1,1,2.57274861,RENT,0,WEST
H01987,1,1,2.91787979,OWN,0,WEST
H02007,1,1,3.12146767,OWN,0,D26
H02049,1,1,2.67932523,RENT,1,WEST
H02077,1,1,2.76485193,RENT,1,WEST
H02083,1,0,,RENT,0,D27
H02090,1,1,3.16866177,OWN,1,D27
H02124,1,1,2.79905136,RENT,1,WEST
H02127,1,1,2.34123734,OWN,0,WEST
H02135,1,1,,RENT,1,WEST
H02143,1,1,2.37836401,OWN,0,WEST
H02152,1,1,,OWN,0,WEST
H02157,1,1,2.67072136,RENT,1,WEST
H02183,1,1,,RENT,1,D28
H02195,1,1,2.49536333,OWN,0,WEST
H02203,1,0,,OWN,0,WEST
H02208,1,0,,RENT,0,WEST
H02212,1,1,2.61680883,OWN,0,WEST
H02224,1,1,,RENT,1,WEST
H02232,1,1,2.39450077,OWN,0,WEST
H02235,1,1,,RENT,1,WEST
H02257,1,1,3.33349744,OWN,0,D29
H02263,1,1,3.53163363,OWN,0,D29
H02275,1,1,2.98359094,OWN,0,D29
H02292,1,0,,RENT,0,WEST
H02296,1,0,,RENT,0,WEST
H02311,1,1,2.67573029,RENT,0,WEST
H02335,1,1,3.68340663,OWN,1,D30
H02361,1,1,3.42765526,RENT,1,D30
H02364,1,1,3.89445801,RENT,1,D30
H02370,1,1,2.88320990,RENT,1,WEST
H02394,1,0,,OWN,1,WEST
