hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00697,ST05,P09,D09,NORTH,0,OWN,6.22222222,1,1,1.84190487,1
H00699,ST05,P09,D09,NORTH,0,OWN,6.22222222,1,1,1.44148236,1
H00741,ST05,P09,D10,NORTH,1,RENT,11.55555556,0,0,,1
H00748,ST05,P10,D10,NORTH,0,OWN,6.22222222,1,1,1.38712351,1
H00772,ST05,P10,D10,NORTH,0,RENT,6.22222222,1,1,1.80529331,1
H00778,ST05,P10,D10,NORTH,0,RENT,6.22222222,1,1,1.61423414,1
H00789,ST05,P09,D10,NORTH,0,RENT,6.22222222,1,1,1.88676785,3
H00790,ST05,P10,D10,NORTH,0,OWN,6.22222222,1,0,,3
H00795,ST05,P09,D10,NORTH,0,OWN,6.22222222,1,1,2.22551340,5
H00811,ST06,P11,D11,NORTH,1,OWN,11.55555556,0,0,,3
H00819,ST06,P11,D11,NORTH,1,OWN,11.55555556,0,0,,2
H00825,ST06,P11,D11,NORTH,1,RENT,11.55555556,1,1,3.15011547,4
H00845,ST06,P11,D11,NORTH,0,OWN,6.22222222,1,1,1.67878504,1
H00854,ST06,P12,D11,NORTH,0,OWN,6.22222222,1,1,1.97565540,2
H00856,ST06,P12,D11,NORTH,0,RENT,6.22222222,1,1,1.73685623,3
H00859,ST06,P11,D11,NORTH,0,OWN,6.22222222,1,1,1.60133974,1
H00874,ST06,P12,D11,NORTH,0,RENT,6.22222222,1,1,2.07680109,1
H00877,ST06,P11,D11,NORTH,0,RENT,6.22222222,1,1,2.08441998,3
H00880,ST06,P12,D11,NORTH,0,RENT,6.22222222,0,0,,2
H00882,ST06,P12,D12,NORTH,1,RENT,11.55555556,1,1,2.37451227,1
H00883,ST06,P11,D12,NORTH,1,RENT,11.55555556,1,1,3.31250215,1
H00892,ST06,P12,D12,NORTH,1,OWN,11.55555556,0,0,,1
H00912,ST06,P12,D12,NORTH,1,RENT,11.55555556,1,1,2.78243794,1
H00931,ST06,P11,D12,NORTH,0,OWN,6.22222222,1,1,1.59816680,3
H00932,ST06,P12,D12,NORTH,0,RENT,6.22222222,1,1,,4
H00950,ST06,P12,D12,NORTH,0,OWN,6.22222222,1,1,1.97931367,3
H00951,ST06,P11,D12,NORTH,0,OWN,6.22222222,1,1,1.48397411,4
H00963,ST07,P13,D13,NORTH,1,OWN,11.55555556,0,0,,1
H00967,ST07,P13,D13,NORTH,1,OWN,11.55555556,1,1,2.66076158,1
H00972,ST07,P14,D13,NORTH,1,RENT,11.55555556,1,1,2.53789486,1
H00977,ST07,P13,D13,NORTH,1,OWN,11.55555556,0,0,,1
H00981,ST07,P13,D13,NORTH,1,RENT,11.55555556,0,0,,1
H00986,ST07,P14,D13,NORTH,1,OWN,11.55555556,1,1,2.47477200,5
H00989,ST07,P13,D13,NORTH,1,OWN,11.55555556,1,1,2.61773970,1
H00992,ST07,P14,D13,NORTH,1,RENT,11.55555556,1,1,2.17487887,1
H01003,ST07,P13,D13,NORTH,1,RENT,11.55555556,1,1,,1
H01013,ST07,P13,D13,NORTH,0,RENT,6.22222222,1,1,1.87035837,1
H01014,ST07,P14,D13,NORTH,0,OWN,6.22222222,1,0,,1
H01026,ST07,P14,D13,NORTH,0,RENT,6.22222222,1,0,,1
H01032,ST07,P14,D13,NORTH,0,OWN,6.22222222,1,1,1.46356322,1
H01046,ST07,P14,D14,NORTH,1,RENT,11.55555556,1,1,2.81653624,3
H01067,ST07,P13,D14,NORTH,1,RENT,11.55555556,0,0,,1
H01071,ST07,P13,D14,NORTH,1,RENT,11.55555556,0,0,,3
H01098,ST07,P14,D14,NORTH,0,OWN,6.22222222,1,1,1.61108889,1
H01100,ST07,P14,D14,NORTH,0,RENT,6.22222222,1,1,1.91892101,1
H01135,ST08,P15,D15,NORTH,1,OWN,11.55555556,1,0,,1
H01140,ST08,P16,D15,NORTH,1,OWN,11.55555556,0,0,,2
H01164,ST08,P16,D15,NORTH,0,OWN,6.22222222,1,1,1.70024687,1
H01166,ST08,P16,D15,NORTH,0,RENT,6.22222222,1,1,,2
H01192,ST08,P16,D15,NORTH,0,RENT,6.22222222,1,1,2.12298661,1
H01193,ST08,P15,D15,NORTH,0,OWN,6.22222222,1,1,1.25875993,1
H01219,ST08,P15,D16,NORTH,1,OWN,11.55555556,0,0,,1
H01220,ST08,P16,D16,NORTH,1,RENT,11.55555556,1,1,2.85064275,2
H01229,ST08,P15,D16,NORTH,0,OWN,6.22222222,1,0,,1
H01237,ST08,P15,D16,NORTH,0,RENT,6.22222222,1,1,,1
H01242,ST08,P16,D16,NORTH,0,OWN,6.22222222,1,1,2.07437162,1
H01254,ST08,P16,D16,NORTH,0,RENT,6.22222222,1,0,,1
H01255,ST08,P15,D16,NORTH,0,OWN,6.22222222,1,0,,1
H01257,ST08,P15,D16,NORTH,0,RENT,6.22222222,1,1,1.97520502,2
H01258,ST08,P16,D16,NORTH,0,RENT,6.22222222,1,0,,1
H01260,ST08,P16,D16,NORTH,0,OWN,6.22222222,1,1,1.41766042,2
H01269,ST08,P15,D16,NORTH,0,RENT,6.22222222,1,1,1.74461126,3
H01277,ST08,P15,D16,NORTH,0,RENT,6.22222222,1,0,,1
H01291,ST09,P17,D17,SOUTH,1,OWN,11.55555556,1,1,2.85047586,3
H01300,ST09,P18,D17,SOUTH,1,RENT,11.55555556,0,0,,1
H01310,ST09,P18,D17,SOUTH,0,RENT,6.22222222,1,1,2.39070042,3
H01313,ST09,P17,D17,SOUTH,0,OWN,6.22222222,1,1,2.11791602,1
H01314,ST09,P18,D17,SOUTH,0,OWN,6.22222222,1,0,,2
H01316,ST09,P18,D17,SOUTH,0,RENT,6.22222222,1,1,2.25106721,1
H01323,ST09,P17,D17,SOUTH,0,RENT,6.22222222,1,1,,1
H01325,ST09,P17,D17,SOUTH,0,OWN,6.22222222,1,1,1.79241496,1
H01337,ST09,P17,D17,SOUTH,0,RENT,6.22222222,1,0,,1
H01338,ST09,P18,D17,SOUTH,0,OWN,6.22222222,0,0,,4
H01355,ST09,P17,D17,SOUTH,0,RENT,6.22222222,1,1,,3
H01364,ST09,P18,D18,SOUTH,1,RENT,11.55555556,0,0,,1
H01366,ST09,P18,D18,SOUTH,1,RENT,11.55555556,1,0,,1
H01373,ST09,P17,D18,SOUTH,1,OWN,11.55555556,1,1,2.81491303,2
H01379,ST09,P17,D18,SOUTH,1,RENT,11.55555556,0,0,,1
H01395,ST09,P17,D18,SOUTH,0,OWN,6.22222222,1,1,,5
H01404,ST09,P18,D18,SOUTH,0,OWN,6.22222222,1,0,,1
H01412,ST09,P18,D18,SOUTH,0,OWN,6.22222222,0,0,,3
H01447,ST10,P19,D19,SOUTH,1,RENT,11.55555556,0,0,,1
H01451,ST10,P19,D19,SOUTH,1,RENT,11.55555556,0,0,,1
H01454,ST10,P20,D19,SOUTH,1,OWN,11.55555556,0,0,,2
H01457,ST10,P19,D19,SOUTH,1,RENT,11.55555556,1,1,,2
H01466,ST10,P20,D19,SOUTH,1,OWN,11.55555556,0,0,,1
H01483,ST10,P19,D19,SOUTH,0,RENT,6.22222222,1,1,2.44040073,1
H01531,ST10,P19,D20,SOUTH,1,OWN,11.55555556,1,1,2.90141203,4
H01536,ST10,P20,D20,SOUTH,1,OWN,11.55555556,1,1,2.79697240,4
H01540,ST10,P20,D20,SOUTH,1,RENT,11.55555556,1,1,,1
H01547,ST10,P19,D20,SOUTH,1,OWN,11.55555556,1,0,,2
H01549,ST10,P19,D20,SOUTH,1,OWN,11.55555556,1,1,,5
H01554,ST10,P20,D20,SOUTH,1,RENT,11.55555556,1,1,3.20264883,5
H01556,ST10,P20,D20,SOUTH,1,RENT,11.55555556,1,1,,1
H01557,ST10,P19,D20,SOUTH,0,RENT,6.22222222,1,1,2.53659695,1
H01578,ST10,P20,D20,SOUTH,0,RENT,6.22222222,1,0,,1
H01581,ST10,P19,D20,SOUTH,0,OWN,6.22222222,1,1,2.60988966,1
H01594,ST10,P20,D20,SOUTH,0,RENT,6.22222222,1,0,,1
H01596,ST10,P20,D20,SOUTH,0,RENT,6.22222222,1,0,,3
H01601,ST11,P21,D21,SOUTH,1,OWN,11.55555556,1,1,2.84100972,1
H01603,ST11,P21,D21,SOUTH,1,RENT,11.55555556,0,0,,2
H01614,ST11,P22,D21,SOUTH,1,OWN,11.55555556,0,0,,1
H01624,ST11,P22,D21,SOUTH,1,RENT,11.55555556,0,0,,1
H01645,ST11,P21,D21,SOUTH,1,RENT,11.55555556,0,0,,1
H01652,ST11,P22,D21,SOUTH,0,OWN,6.22222222,1,0,,1
H01661,ST11,P21,D21,SOUTH,0,RENT,6.22222222,1,1,,1
H01665,ST11,P21,D21,SOUTH,0,OWN,6.22222222,1,0,,3
H01680,ST11,P22,D21,SOUTH,0,RENT,6.22222222,0,0,,3
H01694,ST11,P22,D22,SOUTH,1,OWN,11.55555556,0,0,,1
H01698,ST11,P22,D22,SOUTH,1,OWN,11.55555556,1,0,,1
H01703,ST11,P21,D22,SOUTH,1,RENT,11.55555556,1,1,3.27862425,3
H01720,ST11,P22,D22,SOUTH,1,RENT,11.55555556,0,0,,1
H01721,ST11,P21,D22,SOUTH,1,RENT,11.55555556,1,0,,2
H01724,ST11,P22,D22,SOUTH,1,RENT,11.55555556,0,0,,1
H01727,ST11,P21,D22,SOUTH,1,OWN,11.55555556,1,1,2.90493503,5
H01731,ST11,P21,D22,SOUTH,0,OWN,6.22222222,1,0,,1
H01754,ST11,P22,D22,SOUTH,0,OWN,6.22222222,1,1,1.86267688,1
H01779,ST12,P23,D23,SOUTH,1,RENT,11.55555556,0,0,,3
H01781,ST12,P23,D23,SOUTH,1,OWN,11.55555556,1,1,3.39765913,1
H01782,ST12,P24,D23,SOUTH,1,OWN,11.55555556,1,1,2.89411124,1
H01789,ST12,P23,D23,SOUTH,0,OWN,6.22222222,1,1,2.45872868,1
H01801,ST12,P23,D23,SOUTH,0,RENT,6.22222222,1,1,,1
H01808,ST12,P24,D23,SOUTH,0,OWN,6.22222222,1,1,1.93899902,1
H01811,ST12,P23,D23,SOUTH,0,OWN,6.22222222,1,1,1.87149008,2
H01814,ST12,P24,D23,SOUTH,0,OWN,6.22222222,1,1,2.40486210,1
H01833,ST12,P23,D23,SOUTH,0,OWN,6.22222222,1,1,2.13481770,1
H01837,ST12,P23,D23,SOUTH,0,RENT,6.22222222,1,1,2.09189194,1
H01848,ST12,P24,D24,SOUTH,1,OWN,11.55555556,1,1,2.61058857,1
H01850,ST12,P24,D24,SOUTH,1,RENT,11.55555556,1,1,,1
H01854,ST12,P24,D24,SOUTH,1,RENT,11.55555556,1,0,,3
H01868,ST12,P24,D24,SOUTH,0,OWN,6.22222222,1,1,2.40723337,1
H01869,ST12,P23,D24,SOUTH,0,OWN,6.22222222,1,1,2.03072115,1
H01912,ST12,P24,D24,SOUTH,0,RENT,6.22222222,1,0,,2
H01914,ST12,P24,D24,SOUTH,0,OWN,6.22222222,1,1,1.29636650,1
H01917,ST12,P23,D24,SOUTH,0,OWN,6.22222222,1,1,2.18706509,1
H01926,ST13,P26,D25,WEST,1,RENT,11.55555556,1,1,,1
H01937,ST13,P25,D25,WEST,1,OWN,11.55555556,1,1,2.76654633,1
H01938,ST13,P26,D25,WEST,1,RENT,11.55555556,1,0,,1
H01943,ST13,P25,D25,WEST,0,OWN,6.22222222,1,1,2.38101553,1
H01944,ST13,P26,D25,WEST,0,RENT,6.22222222,1,0,,4
H01948,ST13,P26,D25,WEST,0,OWN,6.22222222,1,0,,1
H01953,ST13,P25,D25,WEST,0,OWN,6.22222222,1,1,2.70679035,1
H01954,ST13,P26,D25,WEST,0,OWN,6.22222222,1,1,2.40528764,1
H01956,ST13,P26,D25,WEST,0,RENT,6.22222222,1,0,,1
H01961,ST13,P25,D25,WEST,0,RENT,6.22222222,1,0,,1
H01974,ST13,P26,D25,WEST,0,RENT,6.22222222,1,1,2.57274861,2
H01976,ST13,P26,D25,WEST,0,RENT,6.22222222,0,0,,1
H01987,ST13,P25,D25,WEST,0,OWN,6.22222222,1,1,2.91787979,2
H02005,ST13,P25,D26,WEST,1,RENT,11.55555556,0,0,,1
H02007,ST13,P25,D26,WEST,1,OWN,11.55555556,1,1,3.12146767,1
H02028,ST13,P26,D26,WEST,0,RENT,6.22222222,0,0,,3
H02049,ST13,P25,D26,WEST,0,RENT,6.22222222,1,1,2.67932523,4
H02077,ST13,P25,D26,WEST,0,RENT,6.22222222,1,1,2.76485193,2
H02083,ST14,P27,D27,WEST,1,RENT,11.55555556,1,0,,2
H02090,ST14,P28,D27,WEST,1,OWN,11.55555556,1,1,3.16866177,4
H02124,ST14,P28,D27,WEST,0,RENT,6.22222222,1,1,2.79905136,1
H02126,ST14,P28,D27,WEST,0,RENT,6.22222222,0,0,,1
H02127,ST14,P27,D27,WEST,0,OWN,6.22222222,1,1,2.34123734,1
H02135,ST14,P27,D27,WEST,0,RENT,6.22222222,1,1,,1
H02143,ST14,P27,D27,WEST,0,OWN,6.22222222,1,1,2.37836401,2
H02152,ST14,P28,D27,WEST,0,OWN,6.22222222,1,1,,3
H02157,ST14,P27,D27,WEST,0,RENT,6.22222222,1,1,2.67072136,2
H02176,ST14,P28,D28,WEST,1,OWN,11.55555556,0,0,,1
H02183,ST14,P27,D28,WEST,1,RENT,11.55555556,1,1,,2
H02195,ST14,P27,D28,WEST,0,OWN,6.22222222,1,1,2.49536333,3
H02203,ST14,P27,D28,WEST,0,OWN,6.22222222,1,0,,1
H02208,ST14,P28,D28,WEST,0,RENT,6.22222222,1,0,,4
H02212,ST14,P28,D28,WEST,0,OWN,6.22222222,1,1,2.61680883,1
H02224,ST14,P28,D28,WEST,0,RENT,6.22222222,1,1,,1
H02232,ST14,P28,D28,WEST,0,OWN,6.22222222,1,1,2.39450077,1
H02235,ST14,P27,D28,WEST,0,RENT,6.22222222,1,1,,1
H02256,ST15,P30,D29,WEST,1,RENT,11.55555556,0,0,,1
H02257,ST15,P29,D29,WEST,1,OWN,11.55555556,1,1,3.33349744,1
H02263,ST15,P29,D29,WEST,1,OWN,11.55555556,1,1,3.53163363,1
H02275,ST15,P29,D29,WEST,1,OWN,11.55555556,1,1,2.98359094,2
H02292,ST15,P30,D29,WEST,0,RENT,6.22222222,1,0,,5
H02296,ST15,P30,D29,WEST,0,RENT,6.22222222,1,0,,1
H02305,ST15,P29,D29,WEST,0,OWN,6.22222222,0,0,,1
H02311,ST15,P29,D29,WEST,0,RENT,6.22222222,1,1,2.67573029,1
H02330,ST15,P30,D30,WEST,1,OWN,11.55555556,0,0,,2
H02335,ST15,P29,D30,WEST,1,OWN,11.55555556,1,1,3.68340663,1
H02337,ST15,P29,D30,WEST,1,OWN,11.55555556,0,0,,1
H02346,ST15,P30,D30,WEST,1,OWN,11.55555556,0,0,,1
H02351,ST15,P29,D30,WEST,1,RENT,11.55555556,0,0,,1
H02361,ST15,P29,D30,WEST,1,RENT,11.55555556,1,1,3.42765526,1
H02364,ST15,P30,D30,WEST,1,RENT,11.55555556,1,1,3.89445801,1
H02370,ST15,P30,D30,WEST,0,RENT,6.22222222,1,1,2.88320990,1
H02388,ST15,P30,D30,WEST,0,OWN,6.22222222,0,0,,1
H02394,ST15,P30,D30,WEST,0,OWN,6.22222222,1,0,,5
