hh_id,responded,phase2,y,tenure,assigned,interview_domain
H01933,1,1,3.06158989,OWN,1,D25
H01936,1,1,3.39616096,OWN,1,D25
H01941,1,1,2.55069335,OWN,0,D25
H01943,1,1,2.38101553,OWN,1,D25
H01974,1,1,2.57274861,RENT,1,D25
H01981,1,1,2.58399210,RENT,1,D25
H01984,1,1,2.62109331,OWN,0,D25
H02041,1,1,2.55010874,OWN,0,D26
H02069,1,1,2.94223203,RENT,0,D26
H02070,1,1,2.44040482,OWN,0,D26
H02095,1,1,3.22889021,RENT,1,D27
H02104,1,1,2.97288059,OWN,0,D27
H02115,1,1,1.85604014,OWN,1,D27
H02129,1,1,2.57816600,OWN,0,D27
H02132,1,1,2.50598255,OWN,0,D27
H02143,1,1,2.37836401,OWN,1,D27
H02168,1,1,3.08912465,OWN,0,D28
H02172,1,1,3.85436964,RENT,0,D28
H02182,1,1,3.64102733,RENT,1,D28
H02208,1,1,2.43141470,RENT,1,D28
H02221,1,1,2.62044572,OWN,0,D28
H02231,1,1,2.22567371,RENT,0,D28
H02249,1,1,3.08853037,OWN,1,D29
H02263,1,1,3.53163363,OWN,1,D29
H02265,1,1,3.53712018,RENT,1,D29
H02270,1,1,3.92742883,RENT,1,D29
H02288,1,1,2.04273880,OWN,0,D29
H02322,1,1,2.97988752,OWN,0,D30
H02344,1,1,2.67751094,OWN,0,D30
H02348,1,1,3.49600551,RENT,1,D30
H02361,1,1,3.42765526,RENT,1,D30
H02362,1,1,3.49406603,OWN,0,D30
H02365,1,1,2.19992488,OWN,1,D30
H02367,1,1,2.26514384,OWN,0,D30
H02435,1,1,2.81425750,RENT,0,D31
H02443,1,1,2.34649590,OWN,0,D31
H02479,1,1,2.31320634,OWN,0,D31
H02485,1,1,3.26695145,OWN,0,D32
H02487,1,1,2.96656516,OWN,1,D32
H02494,1,1,3.01760453,RENT,0,D32
H02515,1,1,3.05113655,RENT,0,D32
H02552,1,1,2.32927872,OWN,0,D32
