hh_id,responded,phase2,y,tenure,interview_domain
H00438,1,1,2.18604924,RENT,D06
H00440,1,1,1.95463908,OWN,D06
H00450,1,1,1.45705784,OWN,D06
H00452,1,1,1.21686479,RENT,D06
H00456,1,1,1.57035167,RENT,D06
H00457,1,1,0.71506119,OWN,D06
H00461,1,1,1.17413644,OWN,D06
H00462,1,1,1.22373359,OWN,D06
H00469,1,1,1.16272098,OWN,D06
H00471,1,1,1.52195315,RENT,D06
H00472,1,1,1.10673457,OWN,D06
H00482,1,1,2.10729987,RENT,D07
H00497,1,1,2.01383938,OWN,D07
H00504,1,1,2.13165110,OWN,D07
H00514,1,1,0.78631055,OWN,D07
H00527,1,1,0.86874418,OWN,D07
H00533,1,1,1.19195361,OWN,D07
H00537,1,1,0.96161969,OWN,D07
H00544,1,1,1.36720726,OWN,D07
H00545,1,1,1.55660067,OWN,D07
H00546,1,1,1.75761354,RENT,D07
H00559,1,1,1.03112497,OWN,D07
H00560,1,1,1.29812640,RENT,D07
H00565,1,1,1.61508678,RENT,D08
H00566,1,1,2.10441427,OWN,D08
H00570,1,1,2.38932441,OWN,D08
H00573,1,1,2.01527219,OWN,D08
H00577,1,1,2.64886374,RENT,D08
H00580,1,1,2.25701081,RENT,D08
H00600,1,1,1.60726423,RENT,D08
H00603,1,1,1.66728243,RENT,D08
H00606,1,1,0.80410109,OWN,D08
H00610,1,1,1.48343782,OWN,D08
H00617,1,1,1.84932586,RENT,D08
H00625,1,1,1.67151544,RENT,D08
H00650,1,1,2.54341926,OWN,D09
H00654,1,1,2.83863558,RENT,D09
H00665,1,1,1.51141774,RENT,D09
H00667,1,1,1.60821483,OWN,D09
H00685,1,1,1.84200091,OWN,D09
H00696,1,1,1.96618199,OWN,D09
H00699,1,1,1.44148236,OWN,D09
H00704,1,1,1.58865766,OWN,D09
H00706,1,1,1.84090484,RENT,D09
H00718,1,1,1.63021249,RENT,D09
H00719,1,1,1.40311662,OWN,D09
H00721,1,1,2.42643609,OWN,D10
H00730,1,1,2.31878456,RENT,D10
H00731,1,1,2.84367426,RENT,D10
H00733,1,1,2.41710386,OWN,D10
H00742,1,1,2.07452305,OWN,D10
H00751,1,1,1.70995431,OWN,D10
H00753,1,1,1.36525098,OWN,D10
H00758,1,1,1.37813191,OWN,D10
H00762,1,1,1.88908480,RENT,D10
H00791,1,1,1.45526569,OWN,D10
H00792,1,1,1.40697235,OWN,D10
H00794,1,1,1.97473774,OWN,D10
H00795,1,1,2.22551340,OWN,D10
H00802,1,1,2.91963355,RENT,D11
H00804,1,1,2.64778903,RENT,D11
H00810,1,1,2.96136239,RENT,D11
H00837,1,1,1.84846103,RENT,D11
H00841,1,1,1.59571762,RENT,D11
H00847,1,1,1.63205105,OWN,D11
H00848,1,1,2.17542059,RENT,D11
H00856,1,1,1.73685623,RENT,D11
H00859,1,1,1.60133974,OWN,D11
H00862,1,1,1.74276624,RENT,D11
H00867,1,1,1.49330963,RENT,D11
H00879,1,1,1.40527395,OWN,D11
H00881,1,1,2.37428669,RENT,D12
H00884,1,1,2.79324056,RENT,D12
H00899,1,1,2.21671060,OWN,D12
H00906,1,1,2.39752162,RENT,D12
H00917,1,1,1.41736563,RENT,D12
H00921,1,1,2.15530914,RENT,D12
H00938,1,1,1.39186538,OWN,D12
H00942,1,1,1.93605329,OWN,D12
H00944,1,1,1.72247329,OWN,D12
H00949,1,1,1.88400347,RENT,D12
H00951,1,1,1.48397411,OWN,D12
H00958,1,1,1.89780064,OWN,D12
H00964,1,1,3.18853487,RENT,D13
H00966,1,1,1.94578414,OWN,D13
H00974,1,1,2.24648225,OWN,D13
H00984,1,1,2.61805941,OWN,D13
H01013,1,1,1.87035837,RENT,D13
H01014,1,1,1.79120305,OWN,D13
H01019,1,1,1.99155625,OWN,D13
H01029,1,1,1.45093398,OWN,D13
H01032,1,1,1.46356322,OWN,D13
H01042,1,1,2.21448785,OWN,D14
H01047,1,1,2.59985636,OWN,D14
H01049,1,1,2.53492127,OWN,D14
H01054,1,1,1.97061193,OWN,D14
H01058,1,1,2.59641160,OWN,D14
H01064,1,1,2.87513649,RENT,D14
H01067,1,1,3.46553851,RENT,D14
H01071,1,1,2.76957070,RENT,D14
H01075,1,1,2.75932077,RENT,D14
H01089,1,1,2.11581142,OWN,D14
H01095,1,1,1.86129581,OWN,D14
H01098,1,1,1.61108889,OWN,D14
H01111,1,1,1.83955285,OWN,D14
H01112,1,1,2.05079310,RENT,D14
H01117,1,1,2.02955837,RENT,D14
H01128,1,1,2.54919709,OWN,D15
H01133,1,1,1.99277517,OWN,D15
H01137,1,1,2.58836975,RENT,D15
H01142,1,1,2.53529053,RENT,D15
H01143,1,1,2.45742050,RENT,D15
H01144,1,1,2.25572928,OWN,D15
H01146,1,1,1.89185128,RENT,D15
H01156,1,1,1.41423328,OWN,D15
H01179,1,1,2.45248178,RENT,D15
H01180,1,1,1.32655023,OWN,D15
H01196,1,1,1.40856173,OWN,D15
H01207,1,1,2.21577735,RENT,D16
H01208,1,1,2.77996092,OWN,D16
H01222,1,1,2.34830483,OWN,D16
H01223,1,1,2.84653334,OWN,D16
H01229,1,1,2.02508086,OWN,D16
H01233,1,1,1.43922240,RENT,D16
H01242,1,1,2.07437162,OWN,D16
H01243,1,1,1.08974044,OWN,D16
H01267,1,1,1.40000317,OWN,D16
H01271,1,1,1.97294982,RENT,D16
H01275,1,1,1.37053517,RENT,D16
H01278,1,1,1.21455659,OWN,D16
H01280,1,1,1.42055006,OWN,D16
H01289,1,1,2.72755352,OWN,D17
H01294,1,1,2.44373854,OWN,D17
H01297,1,1,3.27105283,RENT,D17
H01303,1,1,3.24806011,RENT,D17
H01306,1,1,1.80893882,OWN,D17
H01307,1,1,2.14930676,RENT,D17
H01313,1,1,2.11791602,OWN,D17
H01322,1,1,1.62517966,OWN,D17
H01323,1,1,2.58684006,RENT,D17
H01339,1,1,2.38600459,RENT,D17
H01342,1,1,2.12711934,OWN,D17
H01346,1,1,2.58948889,OWN,D17
H01367,1,1,3.06417645,OWN,D18
H01378,1,1,2.73322392,OWN,D18
H01380,1,1,2.79189775,OWN,D18
H01383,1,1,2.86334788,RENT,D18
H01392,1,1,1.74056709,OWN,D18
H01418,1,1,2.04357487,OWN,D18
H01423,1,1,2.39284853,RENT,D18
H01428,1,1,1.64807306,OWN,D18
H01429,1,1,2.23179004,OWN,D18
H01430,1,1,2.47804884,RENT,D18
H01432,1,1,2.14331851,RENT,D18
H01435,1,1,2.47868986,RENT,D18
H01442,1,1,3.04658811,OWN,D19
H01444,1,1,3.40611404,RENT,D19
H01447,1,1,3.06808932,RENT,D19
H01452,1,1,3.23034937,RENT,D19
H01456,1,1,3.08302788,RENT,D19
H01458,1,1,2.70395532,OWN,D19
H01481,1,1,2.40400684,OWN,D19
H01482,1,1,2.19016439,OWN,D19
H01492,1,1,2.15723153,RENT,D19
H01497,1,1,2.37310114,RENT,D19
H01503,1,1,2.14923693,OWN,D19
H01521,1,1,2.60206655,RENT,D20
H01524,1,1,2.94886680,RENT,D20
H01535,1,1,2.99309686,RENT,D20
H01552,1,1,2.43647762,OWN,D20
H01553,1,1,2.35196430,OWN,D20
H01556,1,1,3.48712373,RENT,D20
H01569,1,1,2.46225926,RENT,D20
H01571,1,1,2.61895918,RENT,D20
H01575,1,1,2.19817706,RENT,D20
H01580,1,1,2.49263293,RENT,D20
H01583,1,1,1.99591788,OWN,D20
H01590,1,1,2.26773925,OWN,D20
H01599,1,1,1.87321017,OWN,D20
H01612,1,1,3.27937579,RENT,D21
H01617,1,1,3.05712516,RENT,D21
H01621,1,1,2.77195425,OWN,D21
H01623,1,1,3.31483736,RENT,D21
H01626,1,1,2.44891073,OWN,D21
H01633,1,1,3.57039045,RENT,D21
H01637,1,1,2.81287445,OWN,D21
H01651,1,1,2.20826192,OWN,D21
H01652,1,1,2.08258866,OWN,D21
H01656,1,1,1.84173212,OWN,D21
H01659,1,1,2.43066311,RENT,D21
H01662,1,1,1.78368798,RENT,D21
H01668,1,1,2.23865818,OWN,D21
H01679,1,1,2.28409907,RENT,D21
H01682,1,1,2.73193204,OWN,D22
H01687,1,1,2.85964283,OWN,D22
H01707,1,1,2.64874550,OWN,D22
H01713,1,1,2.70025293,OWN,D22
H01724,1,1,2.93490348,RENT,D22
H01726,1,1,2.64281617,OWN,D22
H01732,1,1,1.82117436,OWN,D22
H01735,1,1,1.70749528,OWN,D22
H01750,1,1,2.60875898,RENT,D22
H01758,1,1,1.70525887,OWN,D22
H01762,1,1,3.17869056,OWN,D23
H01765,1,1,2.79358971,OWN,D23
H01772,1,1,3.08967879,OWN,D23
H01774,1,1,3.68860751,RENT,D23
H01777,1,1,3.13800774,OWN,D23
H01783,1,1,3.03118108,OWN,D23
H01784,1,1,2.95630652,RENT,D23
H01795,1,1,2.67846928,RENT,D23
H01810,1,1,1.84569643,RENT,D23
H01814,1,1,2.40486210,OWN,D23
H01818,1,1,2.18176854,RENT,D23
H01824,1,1,2.48282768,RENT,D23
H01827,1,1,2.67266695,RENT,D23
H01837,1,1,2.09189194,RENT,D23
H01838,1,1,2.29322188,OWN,D23
H01860,1,1,2.44586096,OWN,D24
H01866,1,1,2.03979838,RENT,D24
H01877,1,1,1.98428111,OWN,D24
H01883,1,1,1.92878474,OWN,D24
H01891,1,1,2.30915790,OWN,D24
H01893,1,1,2.25993012,OWN,D24
H01895,1,1,2.09067130,OWN,D24
H01897,1,1,2.85750554,RENT,D24
H01914,1,1,1.29636650,OWN,D24
H01924,1,1,3.52211837,RENT,D25
H01937,1,1,2.76654633,OWN,D25
H01939,1,1,3.94795146,RENT,D25
H01950,1,1,2.32181841,OWN,D25
H01952,1,1,2.78653520,OWN,D25
H01960,1,1,2.92000311,OWN,D25
H01975,1,1,2.36635438,OWN,D25
H01980,1,1,2.62290537,OWN,D25
H01981,1,1,2.58399210,RENT,D25
H01987,1,1,2.91787979,OWN,D25
H01998,1,1,2.72449014,RENT,D25
H02001,1,1,3.35061980,OWN,D26
H02008,1,1,3.03268201,OWN,D26
H02011,1,1,3.02396492,OWN,D26
H02018,1,1,3.43099664,RENT,D26
H02025,1,1,2.82518641,RENT,D26
H02055,1,1,2.61155704,OWN,D26
H02059,1,1,2.68212632,OWN,D26
H02068,1,1,2.37953334,OWN,D26
H02070,1,1,2.44040482,OWN,D26
H02073,1,1,2.20296103,RENT,D26
H02074,1,1,2.59340923,RENT,D26
H02075,1,1,2.90621138,RENT,D26
H02080,1,1,2.71586565,RENT,D26
H02083,1,1,3.23060055,RENT,D27
H02085,1,1,3.06820970,OWN,D27
H02098,1,1,3.09321340,OWN,D27
H02099,1,1,3.24331238,OWN,D27
H02110,1,1,3.90912056,RENT,D27
H02116,1,1,2.42918892,OWN,D27
H02118,1,1,2.26427012,OWN,D27
H02124,1,1,2.79905136,RENT,D27
H02133,1,1,2.99248033,RENT,D27
H02134,1,1,2.52042826,RENT,D27
H02136,1,1,2.73266248,RENT,D27
H02147,1,1,2.59715747,RENT,D27
H02151,1,1,2.26771879,RENT,D27
H02161,1,1,3.37566402,OWN,D28
H02166,1,1,3.13844693,OWN,D28
H02174,1,1,3.54122957,RENT,D28
H02203,1,1,2.70401278,OWN,D28
H02209,1,1,2.50770722,RENT,D28
H02211,1,1,2.69591837,OWN,D28
H02212,1,1,2.61680883,OWN,D28
H02222,1,1,2.85759146,RENT,D28
H02224,1,1,2.98878021,RENT,D28
H02229,1,1,2.22314652,OWN,D28
H02235,1,1,2.67149707,RENT,D28
H02242,1,1,3.12152899,RENT,D29
H02245,1,1,3.26714046,OWN,D29
H02246,1,1,3.27535137,RENT,D29
H02251,1,1,4.19150969,RENT,D29
H02255,1,1,3.93410092,RENT,D29
H02272,1,1,4.00944942,RENT,D29
H02286,1,1,2.15796446,OWN,D29
H02288,1,1,2.04273880,OWN,D29
H02297,1,1,2.13974731,OWN,D29
H02303,1,1,2.60980242,OWN,D29
H02310,1,1,3.06252611,RENT,D29
H02311,1,1,2.67573029,RENT,D29
H02316,1,1,2.72365276,OWN,D29
H02319,1,1,2.22695227,RENT,D29
H02321,1,1,2.99629068,OWN,D30
H02322,1,1,2.97988752,OWN,D30
H02335,1,1,3.68340663,OWN,D30
H02341,1,1,3.22497607,OWN,D30
H02345,1,1,2.72669576,OWN,D30
H02348,1,1,3.49600551,RENT,D30
H02352,1,1,3.27216693,RENT,D30
H02370,1,1,2.88320990,RENT,D30
H02385,1,1,2.09785513,OWN,D30
H02390,1,1,2.80268550,OWN,D30
H02404,1,1,3.69008277,RENT,D31
H02409,1,1,3.57991748,RENT,D31
H02414,1,1,3.54093642,RENT,D31
H02423,1,1,2.14806741,OWN,D31
H02435,1,1,2.81425750,RENT,D31
H02442,1,1,2.65232374,OWN,D31
H02452,1,1,2.06432923,OWN,D31
H02463,1,1,2.54495886,RENT,D31
H02464,1,1,3.11379153,RENT,D31
H02478,1,1,2.17922653,OWN,D31
H02499,1,1,3.40760006,OWN,D32
H02503,1,1,2.23782913,OWN,D32
H02504,1,1,2.47089376,OWN,D32
H02507,1,1,2.79356507,OWN,D32
H02521,1,1,3.13411876,RENT,D32
H02526,1,1,2.31830606,RENT,D32
H02534,1,1,2.29968157,OWN,D32
H02537,1,1,2.03683272,OWN,D32
H02543,1,1,2.11475110,OWN,D32
H02546,1,1,2.31330557,RENT,D32
H02551,1,1,2.60425802,RENT,D32
H02555,1,1,2.35291504,RENT,D32
H02558,1,1,3.02266489,RENT,D32
H02560,1,1,2.60263440,OWN,D32
