hh_id,stratum,psu,domain_id,region,urban,tenure,design_weight,responded,phase2,y,eligible_count
H00357,ST03,P05,D05,EAST,1,RENT,6.66666667,1,1,2.54258730,1
H00359,ST03,P05,D05,EAST,1,OWN,6.66666667,1,1,1.74961784,1
H00360,ST03,P06,D05,EAST,1,RENT,6.66666667,1,1,2.55225129,1
H00398,ST03,P06,D05,EAST,0,OWN,6.66666667,1,1,1.09227486,1
H00414,ST03,P06,D06,EAST,1,OWN,6.66666667,1,1,1.75420965,1
H00419,ST03,P05,D06,EAST,1,RENT,6.66666667,1,1,2.56791139,1
H00423,ST03,P05,D06,EAST,1,OWN,6.66666667,1,1,2.36071819,1
H00428,ST03,P06,D06,EAST,1,OWN,6.66666667,1,1,2.00188614,1
H00429,ST03,P05,D06,EAST,1,OWN,6.66666667,1,1,1.59336640,1
H00438,ST03,P06,D06,EAST,1,RENT,6.66666667,1,1,2.18604924,1
H00440,ST03,P06,D06,EAST,1,OWN,6.66666667,1,1,1.95463908,1
H00450,ST03,P06,D06,EAST,0,OWN,6.66666667,1,1,1.45705784,1
H00452,ST03,P06,D06,EAST,0,RENT,6.66666667,1,1,1.21686479,1
H00456,ST03,P06,D06,EAST,0,RENT,6.66666667,1,1,1.57035167,1
H00457,ST03,P05,D06,EAST,0,OWN,6.66666667,1,1,0.71506119,1
H00461,ST03,P05,D06,EAST,0,OWN,6.66666667,1,1,1.17413644,1
H00462,ST03,P06,D06,EAST,0,OWN,6.66666667,1,1,1.22373359,1
H00469,ST03,P05,D06,EAST,0,OWN,6.66666667,1,1,1.16272098,1
H00471,ST03,P05,D06,EAST,0,RENT,6.66666667,1,1,1.52195315,1
H00472,ST03,P06,D06,EAST,0,OWN,6.66666667,1,1,1.10673457,1
H00482,ST04,P08,D07,EAST,1,RENT,6.66666667,1,1,2.10729987,1
H00497,ST04,P07,D07,EAST,1,OWN,6.66666667,1,1,2.01383938,1
H00504,ST04,P08,D07,EAST,1,OWN,6.66666667,1,1,2.13165110,1
H00514,ST04,P08,D07,EAST,0,OWN,6.66666667,1,1,0.78631055,1
H00527,ST04,P07,D07,EAST,0,OWN,6.66666667,1,1,0.86874418,1
H00533,ST04,P07,D07,EAST,0,OWN,6.66666667,1,1,1.19195361,1
H00537,ST04,P07,D07,EAST,0,OWN,6.66666667,1,1,0.96161969,1
H00544,ST04,P08,D07,EAST,0,OWN,6.66666667,1,1,1.36720726,1
H00545,ST04,P07,D07,EAST,0,OWN,6.66666667,1,1,1.55660067,1
H00546,ST04,P08,D07,EAST,0,RENT,6.66666667,1,1,1.75761354,1
H00559,ST04,P07,D07,EAST,0,OWN,6.66666667,1,1,1.03112497,1
H00560,ST04,P08,D07,EAST,0,RENT,6.66666667,1,1,1.29812640,1
H00565,ST04,P07,D08,EAST,1,RENT,6.66666667,1,1,1.61508678,1
H00566,ST04,P08,D08,EAST,1,OWN,6.66666667,1,1,2.10441427,1
H00570,ST04,P08,D08,EAST,1,OWN,6.66666667,1,1,2.38932441,1
H00573,ST04,P07,D08,EAST,1,OWN,6.66666667,1,1,2.01527219,1
H00577,ST04,P07,D08,EAST,1,RENT,6.66666667,1,1,2.64886374,1
H00580,ST04,P08,D08,EAST,1,RENT,6.66666667,1,1,2.25701081,1
H00600,ST04,P08,D08,EAST,0,RENT,6.66666667,1,1,1.60726423,1
H00603,ST04,P07,D08,EAST,0,RENT,6.66666667,1,1,1.66728243,1
H00606,ST04,P08,D08,EAST,0,OWN,6.66666667,1,1,0.80410109,1
H00610,ST04,P08,D08,EAST,0,OWN,6.66666667,1,1,1.48343782,1
H00617,ST04,P07,D08,EAST,0,RENT,6.66666667,1,1,1.84932586,1
H00625,ST04,P07,D08,EAST,0,RENT,6.66666667,1,1,1.67151544,1
H00650,ST05,P10,D09,NORTH,1,OWN,6.66666667,1,1,2.54341926,1
H00654,ST05,P10,D09,NORTH,1,RENT,6.66666667,1,1,2.83863558,1
H00665,ST05,P09,D09,NORTH,0,RENT,6.66666667,1,1,1.51141774,1
H00667,ST05,P09,D09,NORTH,0,OWN,6.66666667,1,1,1.60821483,1
H00685,ST05,P09,D09,NORTH,0,OWN,6.66666667,1,1,1.84200091,1
H00696,ST05,P10,D09,NORTH,0,OWN,6.66666667,1,1,1.96618199,1
H00699,ST05,P09,D09,NORTH,0,OWN,6.66666667,1,1,1.44148236,1
H00704,ST05,P10,D09,NORTH,0,OWN,6.66666667,1,1,1.58865766,1
H00706,ST05,P10,D09,NORTH,0,RENT,6.66666667,1,1,1.84090484,1
H00718,ST05,P10,D09,NORTH,0,RENT,6.66666667,1,1,1.63021249,1
H00719,ST05,P09,D09,NORTH,0,OWN,6.66666667,1,1,1.40311662,1
H00721,ST05,P09,D10,NORTH,1,OWN,6.66666667,1,1,2.42643609,1
H00730,ST05,P10,D10,NORTH,1,RENT,6.66666667,1,1,2.31878456,1
H00731,ST05,P09,D10,NORTH,1,RENT,6.66666667,1,1,2.84367426,1
H00733,ST05,P09,D10,NORTH,1,OWN,6.66666667,1,1,2.41710386,1
H00742,ST05,P10,D10,NORTH,1,OWN,6.66666667,1,1,2.07452305,1
H00751,ST05,P09,D10,NORTH,0,OWN,6.66666667,1,1,1.70995431,1
H00753,ST05,P09,D10,NORTH,0,OWN,6.66666667,1,1,1.36525098,1
H00758,ST05,P10,D10,NORTH,0,OWN,6.66666667,1,1,1.37813191,1
H00762,ST05,P10,D10,NORTH,0,RENT,6.66666667,1,1,1.88908480,1
H00791,ST05,P09,D10,NORTH,0,OWN,6.66666667,1,1,1.45526569,1
H00792,ST05,P10,D10,NORTH,0,OWN,6.66666667,1,1,1.40697235,1
H00794,ST05,P10,D10,NORTH,0,OWN,6.66666667,1,1,1.97473774,1
H00795,ST05,P09,D10,NORTH,0,OWN,6.66666667,1,1,2.22551340,1
H00802,ST06,P12,D11,NORTH,1,RENT,6.66666667,1,1,2.91963355,1
H00804,ST06,P12,D11,NORTH,1,RENT,6.66666667,1,1,2.64778903,1
H00810,ST06,P12,D11,NORTH,1,RENT,6.66666667,1,1,2.96136239,1
H00837,ST06,P11,D11,NORTH,0,RENT,6.66666667,1,1,1.84846103,1
H00841,ST06,P11,D11,NORTH,0,RENT,6.66666667,1,1,1.59571762,1
H00847,ST06,P11,D11,NORTH,0,OWN,6.66666667,1,1,1.63205105,1
H00848,ST06,P12,D11,NORTH,0,RENT,6.66666667,1,1,2.17542059,1
H00856,ST06,P12,D11,NORTH,0,RENT,6.66666667,1,1,1.73685623,1
H00859,ST06,P11,D11,NORTH,0,OWN,6.66666667,1,1,1.60133974,1
H00862,ST06,P12,D11,NORTH,0,RENT,6.66666667,1,1,1.74276624,1
H00867,ST06,P11,D11,NORTH,0,RENT,6.66666667,1,1,1.49330963,1
H00879,ST06,P11,D11,NORTH,0,OWN,6.66666667,1,1,1.40527395,1
H00881,ST06,P11,D12,NORTH,1,RENT,6.66666667,1,1,2.37428669,1
H00884,ST06,P12,D12,NORTH,1,RENT,6.66666667,1,1,2.79324056,1
H00899,ST06,P11,D12,NORTH,1,OWN,6.66666667,1,1,2.21671060,1
H00906,ST06,P12,D12,NORTH,1,RENT,6.66666667,1,1,2.39752162,1
H00917,ST06,P11,D12,NORTH,0,RENT,6.66666667,1,1,1.41736563,1
H00921,ST06,P11,D12,NORTH,0,RENT,6.66666667,1,1,2.15530914,1
H00938,ST06,P12,D12,NORTH,0,OWN,6.66666667,1,1,1.39186538,1
H00942,ST06,P12,D12,NORTH,0,OWN,6.66666667,1,1,1.93605329,1
H00944,ST06,P12,D12,NORTH,0,OWN,6.66666667,1,1,1.72247329,1
H00949,ST06,P11,D12,NORTH,0,RENT,6.66666667,1,1,1.88400347,1
H00951,ST06,P11,D12,NORTH,0,OWN,6.66666667,1,1,1.48397411,1
H00958,ST06,P12,D12,NORTH,0,OWN,6.66666667,1,1,1.89780064,1
H00964,ST07,P14,D13,NORTH,1,RENT,6.66666667,1,1,3.18853487,1
H00966,ST07,P14,D13,NORTH,1,OWN,6.66666667,1,1,1.94578414,1
H00974,ST07,P14,D13,NORTH,1,OWN,6.66666667,1,1,2.24648225,1
H00984,ST07,P14,D13,NORTH,1,OWN,6.66666667,1,1,2.61805941,1
H01013,ST07,P13,D13,NORTH,0,RENT,6.66666667,1,1,1.87035837,1
H01014,ST07,P14,D13,NORTH,0,OWN,6.66666667,1,1,1.79120305,1
H01019,ST07,P13,D13,NORTH,0,OWN,6.66666667,1,1,1.99155625,1
H01029,ST07,P13,D13,NORTH,0,OWN,6.66666667,1,1,1.45093398,1
H01032,ST07,P14,D13,NORTH,0,OWN,6.66666667,1,1,1.46356322,1
H01042,ST07,P14,D14,NORTH,1,OWN,6.66666667,1,1,2.21448785,1
H01047,ST07,P13,D14,NORTH,1,OWN,6.66666667,1,1,2.59985636,1
H01049,ST07,P13,D14,NORTH,1,OWN,6.66666667,1,1,2.53492127,1
H01054,ST07,P14,D14,NORTH,1,OWN,6.66666667,1,1,1.97061193,1
H01058,ST07,P14,D14,NORTH,1,OWN,6.66666667,1,1,2.59641160,1
H01064,ST07,P14,D14,NORTH,1,RENT,6.66666667,1,1,2.87513649,1
H01067,ST07,P13,D14,NORTH,1,RENT,6.66666667,1,1,3.46553851,1
H01071,ST07,P13,D14,NORTH,1,RENT,6.66666667,1,1,2.76957070,1
H01075,ST07,P13,D14,NORTH,1,RENT,6.66666667,1,1,2.75932077,1
H01089,ST07,P13,D14,NORTH,0,OWN,6.66666667,1,1,2.11581142,1
H01095,ST07,P13,D14,NORTH,0,OWN,6.66666667,1,1,1.86129581,1
H01098,ST07,P14,D14,NORTH,0,OWN,6.66666667,1,1,1.61108889,1
H01111,ST07,P13,D14,NORTH,0,OWN,6.66666667,1,1,1.83955285,1
H01112,ST07,P14,D14,NORTH,0,RENT,6.66666667,1,1,2.05079310,1
H01117,ST07,P13,D14,NORTH,0,RENT,6.66666667,1,1,2.02955837,1
H01128,ST08,P16,D15,NORTH,1,OWN,6.66666667,1,1,2.54919709,1
H01133,ST08,P15,D15,NORTH,1,OWN,6.66666667,1,1,1.99277517,1
H01137,ST08,P15,D15,NORTH,1,RENT,6.66666667,1,1,2.58836975,1
H01142,ST08,P16,D15,NORTH,1,RENT,6.66666667,1,1,2.53529053,1
H01143,ST08,P15,D15,NORTH,1,RENT,6.66666667,1,1,2.45742050,1
H01144,ST08,P16,D15,NORTH,1,OWN,6.66666667,1,1,2.25572928,1
H01146,ST08,P16,D15,NORTH,0,RENT,6.66666667,1,1,1.89185128,1
H01156,ST08,P16,D15,NORTH,0,OWN,6.66666667,1,1,1.41423328,1
H01179,ST08,P15,D15,NORTH,0,RENT,6.66666667,1,1,2.45248178,1
H01180,ST08,P16,D15,NORTH,0,OWN,6.66666667,1,1,1.32655023,1
H01196,ST08,P16,D15,NORTH,0,OWN,6.66666667,1,1,1.40856173,1
H01207,ST08,P15,D16,NORTH,1,RENT,6.66666667,1,1,2.21577735,1
H01208,ST08,P16,D16,NORTH,1,OWN,6.66666667,1,1,2.77996092,1
H01222,ST08,P16,D16,NORTH,1,OWN,6.66666667,1,1,2.34830483,1
H01223,ST08,P15,D16,NORTH,1,OWN,6.66666667,1,1,2.84653334,1
H01229,ST08,P15,D16,NORTH,0,OWN,6.66666667,1,1,2.02508086,1
H01233,ST08,P15,D16,NORTH,0,RENT,6.66666667,1,1,1.43922240,1
H01242,ST08,P16,D16,NORTH,0,OWN,6.66666667,1,1,2.07437162,1
H01243,ST08,P15,D16,NORTH,0,OWN,6.66666667,1,1,1.08974044,1
H01267,ST08,P15,D16,NORTH,0,OWN,6.66666667,1,1,1.40000317,1
H01271,ST08,P15,D16,NORTH,0,RENT,6.66666667,1,1,1.97294982,1
H01275,ST08,P15,D16,NORTH,0,RENT,6.66666667,1,1,1.37053517,1
H01278,ST08,P16,D16,NORTH,0,OWN,6.66666667,1,1,1.21455659,1
H01280,ST08,P16,D16,NORTH,0,OWN,6.66666667,1,1,1.42055006,1
H01289,ST09,P17,D17,SOUTH,1,OWN,6.66666667,1,1,2.72755352,1
H01294,ST09,P18,D17,SOUTH,1,OWN,6.66666667,1,1,2.44373854,1
H01297,ST09,P17,D17,SOUTH,1,RENT,6.66666667,1,1,3.27105283,1
H01303,ST09,P17,D17,SOUTH,1,RENT,6.66666667,1,1,3.24806011,1
H01306,ST09,P18,D17,SOUTH,0,OWN,6.66666667,1,1,1.80893882,1
H01307,ST09,P17,D17,SOUTH,0,RENT,6.66666667,1,1,2.14930676,1
H01313,ST09,P17,D17,SOUTH,0,OWN,6.66666667,1,1,2.11791602,1
H01322,ST09,P18,D17,SOUTH,0,OWN,6.66666667,1,1,1.62517966,1
H01323,ST09,P17,D17,SOUTH,0,RENT,6.66666667,1,1,2.58684006,1
H01339,ST09,P17,D17,SOUTH,0,RENT,6.66666667,1,1,2.38600459,1
H01342,ST09,P18,D17,SOUTH,0,OWN,6.66666667,1,1,2.12711934,1
H01346,ST09,P18,D17,SOUTH,0,OWN,6.66666667,1,1,2.58948889,1
H01367,ST09,P17,D18,SOUTH,1,OWN,6.66666667,1,1,3.06417645,1
H01378,ST09,P18,D18,SOUTH,1,OWN,6.66666667,1,1,2.73322392,1
H01380,ST09,P18,D18,SOUTH,1,OWN,6.66666667,1,1,2.79189775,1
H01383,ST09,P17,D18,SOUTH,1,RENT,6.66666667,1,1,2.86334788,1
H01392,ST09,P18,D18,SOUTH,0,OWN,6.66666667,1,1,1.74056709,1
H01418,ST09,P18,D18,SOUTH,0,OWN,6.66666667,1,1,2.04357487,1
H01423,ST09,P17,D18,SOUTH,0,RENT,6.66666667,1,1,2.39284853,1
H01428,ST09,P18,D18,SOUTH,0,OWN,6.66666667,1,1,1.64807306,1
H01429,ST09,P17,D18,SOUTH,0,OWN,6.66666667,1,1,2.23179004,1
H01430,ST09,P18,D18,SOUTH,0,RENT,6.66666667,1,1,2.47804884,1
H01432,ST09,P18,D18,SOUTH,0,RENT,6.66666667,1,1,2.14331851,1
H01435,ST09,P17,D18,SOUTH,0,RENT,6.66666667,1,1,2.47868986,1
H01442,ST10,P20,D19,SOUTH,1,OWN,6.66666667,1,1,3.04658811,1
H01444,ST10,P20,D19,SOUTH,1,RENT,6.66666667,1,1,3.40611404,1
H01447,ST10,P19,D19,SOUTH,1,RENT,6.66666667,1,1,3.06808932,1
H01452,ST10,P20,D19,SOUTH,1,RENT,6.66666667,1,1,3.23034937,1
H01456,ST10,P20,D19,SOUTH,1,RENT,6.66666667,1,1,3.08302788,1
H01458,ST10,P20,D19,SOUTH,1,OWN,6.66666667,1,1,2.70395532,1
H01481,ST10,P19,D19,SOUTH,0,OWN,6.66666667,1,1,2.40400684,1
H01482,ST10,P20,D19,SOUTH,0,OWN,6.66666667,1,1,2.19016439,1
H01492,ST10,P20,D19,SOUTH,0,RENT,6.66666667,1,1,2.15723153,1
H01497,ST10,P19,D19,SOUTH,0,RENT,6.66666667,1,1,2.37310114,1
H01503,ST10,P19,D19,SOUTH,0,OWN,6.66666667,1,1,2.14923693,1
H01521,ST10,P19,D20,SOUTH,1,RENT,6.66666667,1,1,2.60206655,1
H01524,ST10,P20,D20,SOUTH,1,RENT,6.66666667,1,1,2.94886680,1
H01535,ST10,P19,D20,SOUTH,1,RENT,6.66666667,1,1,2.99309686,1
H01552,ST10,P20,D20,SOUTH,1,OWN,6.66666667,1,1,2.43647762,1
H01553,ST10,P19,D20,SOUTH,1,OWN,6.66666667,1,1,2.35196430,1
H01556,ST10,P20,D20,SOUTH,1,RENT,6.66666667,1,1,3.48712373,1
H01569,ST10,P19,D20,SOUTH,0,RENT,6.66666667,1,1,2.46225926,1
H01571,ST10,P19,D20,SOUTH,0,RENT,6.66666667,1,1,2.61895918,1
H01575,ST10,P19,D20,SOUTH,0,RENT,6.66666667,1,1,2.19817706,1
H01580,ST10,P20,D20,SOUTH,0,RENT,6.66666667,1,1,2.49263293,1
H01583,ST10,P19,D20,SOUTH,0,OWN,6.66666667,1,1,1.99591788,1
H01590,ST10,P20,D20,SOUTH,0,OWN,6.66666667,1,1,2.26773925,1
H01599,ST10,P19,D20,SOUTH,0,OWN,6.66666667,1,1,1.87321017,1
H01612,ST11,P22,D21,SOUTH,1,RENT,6.66666667,1,1,3.27937579,1
H01617,ST11,P21,D21,SOUTH,1,RENT,6.66666667,1,1,3.05712516,1
H01621,ST11,P21,D21,SOUTH,1,OWN,6.66666667,1,1,2.77195425,1
H01623,ST11,P21,D21,SOUTH,1,RENT,6.66666667,1,1,3.31483736,1
H01626,ST11,P22,D21,SOUTH,1,OWN,6.66666667,1,1,2.44891073,1
H01633,ST11,P21,D21,SOUTH,1,RENT,6.66666667,1,1,3.57039045,1
H01637,ST11,P21,D21,SOUTH,1,OWN,6.66666667,1,1,2.81287445,1
H01651,ST11,P21,D21,SOUTH,0,OWN,6.66666667,1,1,2.20826192,1
H01652,ST11,P22,D21,SOUTH,0,OWN,6.66666667,1,1,2.08258866,1
H01656,ST11,P22,D21,SOUTH,0,OWN,6.66666667,1,1,1.84173212,1
H01659,ST11,P21,D21,SOUTH,0,RENT,6.66666667,1,1,2.43066311,1
H01662,ST11,P22,D21,SOUTH,0,RENT,6.66666667,1,1,1.78368798,1
H01668,ST11,P22,D21,SOUTH,0,OWN,6.66666667,1,1,2.23865818,1
H01679,ST11,P21,D21,SOUTH,0,RENT,6.66666667,1,1,2.28409907,1
H01682,ST11,P22,D22,SOUTH,1,OWN,6.66666667,1,1,2.73193204,1
H01687,ST11,P21,D22,SOUTH,1,OWN,6.66666667,1,1,2.85964283,1
H01707,ST11,P21,D22,SOUTH,1,OWN,6.66666667,1,1,2.64874550,1
H01713,ST11,P21,D22,SOUTH,1,OWN,6.66666667,1,1,2.70025293,1
H01724,ST11,P22,D22,SOUTH,1,RENT,6.66666667,1,1,2.93490348,1
H01726,ST11,P22,D22,SOUTH,1,OWN,6.66666667,1,1,2.64281617,1
H01732,ST11,P22,D22,SOUTH,0,OWN,6.66666667,1,1,1.82117436,1
H01735,ST11,P21,D22,SOUTH,0,OWN,6.66666667,1,1,1.70749528,1
H01750,ST11,P22,D22,SOUTH,0,RENT,6.66666667,1,1,2.60875898,1
H01758,ST11,P22,D22,SOUTH,0,OWN,6.66666667,1,1,1.70525887,1
H01762,ST12,P24,D23,SOUTH,1,OWN,6.66666667,1,1,3.17869056,1
H01765,ST12,P23,D23,SOUTH,1,OWN,6.66666667,1,1,2.79358971,1
H01772,ST12,P24,D23,SOUTH,1,OWN,6.66666667,1,1,3.08967879,1
H01774,ST12,P24,D23,SOUTH,1,RENT,6.66666667,1,1,3.68860751,1
H01777,ST12,P23,D23,SOUTH,1,OWN,6.66666667,1,1,3.13800774,1
H01783,ST12,P23,D23,SOUTH,1,OWN,6.66666667,1,1,3.03118108,1
H01784,ST12,P24,D23,SOUTH,1,RENT,6.66666667,1,1,2.95630652,1
H01795,ST12,P23,D23,SOUTH,0,RENT,6.66666667,1,1,2.67846928,1
H01810,ST12,P24,D23,SOUTH,0,RENT,6.66666667,1,1,1.84569643,1
H01814,ST12,P24,D23,SOUTH,0,OWN,6.66666667,1,1,2.40486210,1
H01818,ST12,P24,D23,SOUTH,0,RENT,6.66666667,1,1,2.18176854,1
H01824,ST12,P24,D23,SOUTH,0,RENT,6.66666667,1,1,2.48282768,1
H01827,ST12,P23,D23,SOUTH,0,RENT,6.66666667,1,1,2.67266695,1
H01837,ST12,P23,D23,SOUTH,0,RENT,6.66666667,1,1,2.09189194,1
H01838,ST12,P24,D23,SOUTH,0,OWN,6.66666667,1,1,2.29322188,1
H01860,ST12,P24,D24,SOUTH,1,OWN,6.66666667,1,1,2.44586096,1
H01866,ST12,P24,D24,SOUTH,0,RENT,6.66666667,1,1,2.03979838,1
H01877,ST12,P23,D24,SOUTH,0,OWN,6.66666667,1,1,1.98428111,1
H01883,ST12,P23,D24,SOUTH,0,OWN,6.66666667,1,1,1.92878474,1
H01891,ST12,P23,D24,SOUTH,0,OWN,6.66666667,1,1,2.30915790,1
H01893,ST12,P23,D24,SOUTH,0,OWN,6.66666667,1,1,2.25993012,1
H01895,ST12,P23,D24,SOUTH,0,OWN,6.66666667,1,1,2.09067130,1
H01897,ST12,P23,D24,SOUTH,0,RENT,6.66666667,1,1,2.85750554,1
H01914,ST12,P24,D24,SOUTH,0,OWN,6.66666667,1,1,1.29636650,1
H01924,ST13,P26,D25,WEST,1,RENT,6.66666667,1,1,3.52211837,1
H01937,ST13,P25,D25,WEST,1,OWN,6.66666667,1,1,2.76654633,1
H01939,ST13,P25,D25,WEST,1,RENT,6.66666667,1,1,3.94795146,1
H01950,ST13,P26,D25,WEST,0,OWN,6.66666667,1,1,2.32181841,1
H01952,ST13,P26,D25,WEST,0,OWN,6.66666667,1,1,2.78653520,1
H01960,ST13,P26,D25,WEST,0,OWN,6.66666667,1,1,2.92000311,1
H01975,ST13,P25,D25,WEST,0,OWN,6.66666667,1,1,2.36635438,1
H01980,ST13,P26,D25,WEST,0,OWN,6.66666667,1,1,2.62290537,1
H01981,ST13,P25,D25,WEST,0,RENT,6.66666667,1,1,2.58399210,1
H01987,ST13,P25,D25,WEST,0,OWN,6.66666667,1,1,2.91787979,1
H01998,ST13,P26,D25,WEST,0,RENT,6.66666667,1,1,2.72449014,1
H02001,ST13,P25,D26,WEST,1,OWN,6.66666667,1,1,3.35061980,1
H02008,ST13,P26,D26,WEST,1,OWN,6.66666667,1,1,3.03268201,1
H02011,ST13,P25,D26,WEST,1,OWN,6.66666667,1,1,3.02396492,1
H02018,ST13,P26,D26,WEST,1,RENT,6.66666667,1,1,3.43099664,1
H02025,ST13,P25,D26,WEST,0,RENT,6.66666667,1,1,2.82518641,1
H02055,ST13,P25,D26,WEST,0,OWN,6.66666667,1,1,2.61155704,1
H02059,ST13,P25,D26,WEST,0,OWN,6.66666667,1,1,2.68212632,1
H02068,ST13,P26,D26,WEST,0,OWN,6.66666667,1,1,2.37953334,1
H02070,ST13,P26,D26,WEST,0,OWN,6.66666667,1,1,2.44040482,1
H02073,ST13,P25,D26,WEST,0,RENT,6.66666667,1,1,2.20296103,1
H02074,ST13,P26,D26,WEST,0,RENT,6.66666667,1,1,2.59340923,1
H02075,ST13,P25,D26,WEST,0,RENT,6.66666667,1,1,2.90621138,1
H02080,ST13,P26,D26,WEST,0,RENT,6.66666667,1,1,2.71586565,1
H02083,ST14,P27,D27,WEST,1,RENT,6.66666667,1,1,3.23060055,1
H02085,ST14,P27,D27,WEST,1,OWN,6.66666667,1,1,3.06820970,1
H02098,ST14,P28,D27,WEST,1,OWN,6.66666667,1,1,3.09321340,1
H02099,ST14,P27,D27,WEST,1,OWN,6.66666667,1,1,3.24331238,1
H02110,ST14,P28,D27,WEST,1,RENT,6.66666667,1,1,3.90912056,1
H02116,ST14,P28,D27,WEST,0,OWN,6.66666667,1,1,2.42918892,1
H02118,ST14,P28,D27,WEST,0,OWN,6.66666667,1,1,2.26427012,1
H02124,ST14,P28,D27,WEST,0,RENT,6.66666667,1,1,2.79905136,1
H02133,ST14,P27,D27,WEST,0,RENT,6.66666667,1,1,2.99248033,1
H02134,ST14,P28,D27,WEST,0,RENT,6.66666667,1,1,2.52042826,1
H02136,ST14,P28,D27,WEST,0,RENT,6.66666667,1,1,2.73266248,1
H02147,ST14,P27,D27,WEST,0,RENT,6.66666667,1,1,2.59715747,1
